"study.id","journal.name","publication.title","doi","url","doi_clean","doi_url"
7213,"Journal of Experimental Zoology Part A: Ecological and Integrative Physiology","No effect of artificial light of different colors on commuting Daubenton's bats (<i>Myotis daubentonii</i>) in a choice experiment",NA,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6220854/pdf/JEZ-329-506.pdf",NA,NA
7214,"Biological Conservation","Common bats are more abundant within Natura 2000 areas",NA,"https://doi.org/10.1016/j.biocon.2017.10.029","10.1016/j.biocon.2017.10.029","https://doi.org/10.1016/j.biocon.2017.10.029"
7215,"Ecology & Evolution","Heard but not seen: comparing bat assemblages and study methods in a mosaic landscape in the Western Ghats of India",NA,"https://doi.org/10.1002/ece3.3942","10.1002/ece3.3942","https://doi.org/10.1002/ece3.3942"
7216,"Wetlands","Bat response to Carolina bays and wetland restoration in the southeastern U.S. Coastal Plain",NA,"https://doi.org/10.1672/0277-5212(2005)025[0542:BRTCBA]2.0.CO;2","10.1672/0277-5212(2005)025[0542:BRTCBA]2.0.CO;2","https://doi.org/10.1672/0277-5212(2005)025[0542:BRTCBA]2.0.CO;2"
7217,"PLoS ONE","In artificial roost comparison, bats show preference for rocket box style",NA,"https://doi.org/10.1371/journal.pone.0205701","10.1371/journal.pone.0205701","https://doi.org/10.1371/journal.pone.0205701"
7218,"Australian Mammalogy","Long-term monitoring suggests bat boxes may alter local bat community structure",NA,"https://doi.org/10.1071/AM18026","10.1071/AM18026","https://doi.org/10.1071/AM18026"
7348,"Biological Conservation","Reintroducing endangered Vancouver Island marmots: survival and cause-specific mortality rates of captive-born versus wild-born individuals","https://doi.org/10.1002/jwmg.149","https://doi.org/10.1002/jwmg.149","10.1002/jwmg.149","https://doi.org/10.1002/jwmg.149"
7349,"Mammalia","Social organization and demography of reintroduced Dorcas gazelle (<i>Gazelle dorcas neglecta</i>) in North Ferlo Fauna Reserve, Senegal","https://doi.org/10.1515/mammalia-2015-0017","https://doi.org/10.1515/mammalia-2015-0017","10.1515/mammalia-2015-0017","https://doi.org/10.1515/mammalia-2015-0017"
7350,"Proceedings of the 2003 International Conference on Ecology and Transportation","Monitoring the use of the Slaty Creek wildlife underpass, Calder Freeway, Blackforest, Macedon, Victoria, Australia",NA,"http://escholarship.org/uc/item/6s9970wb",NA,NA
7351,"Oryx","Taking the elephant out of the room and into the corridor: can urban corridors work?",NA,"https://doi.org/10.1017/S0030605315001246","10.1017/S0030605315001246","https://doi.org/10.1017/S0030605315001246"
7352,"Mammal Research","First soft-release of a relocated puma in South America","https://link.springer.com/article/10.1007/s13364-016-0302-0","https://link.springer.com/article/10.1007/s13364-016-0302-0","10.1007/s13364-016-0302-0","https://doi.org/10.1007/s13364-016-0302-0"
7353,"Mastozoología Neotropical","Mortalidad de mamíferos y medidas de mitigación en canales de riego del pedemonte de Yungas de la alta cuenca del río Bermejo, Argentina",NA,"http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0327-93832016000200021",NA,NA
7354,"Wildlife Society Bulletin","Evaluation of translocation of black bears involved in human–bear conflicts in South‐central Colorado",NA,"https://doi.org/10.1002/wsb.526","10.1002/wsb.526","https://doi.org/10.1002/wsb.526"
7355,"Wildlife Society Bulletin","Effectiveness of wildlife guards at access roads",NA,"https://doi.org/10.1002/wsb.253","10.1002/wsb.253","https://doi.org/10.1002/wsb.253"
7356,"The Southwestern Naturalist","Evaluation of road expansion and connectivity mitigation for wildlife in southern California",NA,"https://doi.org/10.1894/F04-TAL-51.1","10.1894/F04-TAL-51.1","https://doi.org/10.1894/F04-TAL-51.1"
7357,"Conservation Biology","Limits to captive breeding of mammals in zoos",NA,"http://dx.doi.org/10.1111/cobi.12471","10.1111/cobi.12471","https://doi.org/10.1111/cobi.12471"
7358,"Wildlife Society Bulletin","Reintroduction of orphaned black bear cubs into the wild",NA,"http://www.jstor.org/stable/3781608",NA,NA
7359,"Wildlife Society Bulletin","Effectiveness of livestock guarding dogs for reducing predation on domestic sheep",NA,"https://www.jstor.org/stable/3782760",NA,NA
7360,"Journal of Wildlife Management","Relative effectiveness of repellents for reducing mule deer damage",NA,"https://www.jstor.org/stable/3809161",NA,NA
7361,"Wildlife Society Bulletin","Coyote predation on domestic sheep deterred with electronic dog-training collar",NA,"http://www.jstor.org/stable/3783933",NA,NA
7362,"Journal of Range Management","Improving quality of winter forage for elk by cattle grazing",NA,"https://journals.uair.arizona.edu/index.php/jrm/article/view/6419/6029",NA,NA
7363,"Frontiers in Ecology and Evolution","Performance of arch-style road crossing structures from relative movement rates of large mammals",NA,"https://www.frontiersin.org/articles/10.3389/fevo.2017.00122/pdf","10.3389/fevo.2017.00122","https://doi.org/10.3389/fevo.2017.00122"
7364,"Journal of Applied Ecology","Carnivore conservation in practice: replicated management actions on a large spatial scale","https://doi.org/10.1111/1365-2664.12033","http://dx.doi.org/10.1111/1365-2664.12033","10.1111/1365-2664.12033","https://doi.org/10.1111/1365-2664.12033"
7365,"Pacific Conservation Biology","Preliminary observations of dingo responses to assumed aversive stimuli",NA,"https://doi.org/10.1071/PC17005","10.1071/PC17005","https://doi.org/10.1071/PC17005"
7366,"Proceedings of the Sixteenth Vertebrate Pest Conference","Bear relocations to avoid bear/sheep conflicts",NA,"https://pdfs.semanticscholar.org/502f/cdfa153ad569df591e16e13e5911b357fb16.pdf",NA,NA
7367,"Forest Ecology and Management","Diversionary feeding can reduce red deer habitat selection pressure on vulnerable forest stands, but is not a panacea for red deer damage",NA,"https://doi.org/10.1016/j.foreco.2017.10.050","10.1016/j.foreco.2017.10.050","https://doi.org/10.1016/j.foreco.2017.10.050"
7368,"Hystrix, the Italian Journal of Mammalogy (English, 1994-)","Is trophy hunting of bharal (blue sheep) and Himalayan tahr contributing to their conservation in Nepal?",NA,"http://www.italian-journal-of-mammalogy.it/Is-trophy-hunting-of-bharal-blue-sheep-and-Himalayan-tahr-contributing-to-their-conservation,77173,0,2.html",NA,NA
7369,"Ecological Research","Factors affecting culvert use by vertebrates along two stretches of road in southern Portugal",NA,"https://doi.org/10.1007/s11284-006-0004-1","10.1007/s11284-006-0004-1","https://doi.org/10.1007/s11284-006-0004-1"
7370,"Conservation Biology","Translocation as a tool for mitigating conflict with leopards in human-dominated landscapes of India",NA,"https://onlinelibrary.wiley.com/doi/full/10.1111/j.1523-1739.2010.01599.x","10.1111/j.1523-1739.2010.01599.x","https://doi.org/10.1111/j.1523-1739.2010.01599.x"
7371,"Mammalia","Population size and artificial waterhole use by striped hyenas in the Dana Biosphere Reserve, Jordan",NA,"https://doi.org/10.1515/mammalia-2015-0155","10.1515/mammalia-2015-0155","https://doi.org/10.1515/mammalia-2015-0155"
7372,"Wildlife Research","Survival of wild and hand-reared ringtail possums (<i>Pseudocheirus peregrinus</i>) in bushland near Sydney",NA,"http://www.publish.csiro.au/wr/WR9960099",NA,NA
7373,"Bears: Their Biology and Management","Management of McNeil River State Game Sanctuary for viewing of brown bears",NA,"https://www.jstor.org/stable/3872684",NA,NA
7374,"Canadian Journal of Forest Research","Effects of precommercial thinning on snowshoe hare habitat use during winter in low-elevation montane forests",NA,"http://www.scopus.com/inward/record.url?eid=2-s2.0-19744368966&partnerID=40&md5=cdb41ff49d4b338d0ad918ad2349916b",NA,NA
7375,"Wildlife Research","No trespassing: using a biofence to manipulate wolf movements",NA,"https://doi.org/10.1071/WR12176","10.1071/WR12176","https://doi.org/10.1071/WR12176"
7376,"Proceedings of the 2001 International Conference on Ecology and Transportation","Evaluation of a wildlife underpass on Vermont State Highway 289 in Essex, Vermont",NA,"https://escholarship.org/uc/item/9bt4d3gb#page-1",NA,NA
7377,"Forest Ecology and Management","Preliminary effects of fire and mechanical fuel treatments on the abundance of small mammals in the mixed-conifer forest of the Sierra Nevada",NA,"https://www.sciencedirect.com/science/article/pii/S0378112707008559",NA,NA
7378,"Ecological Engineering","Evaluation of the effectiveness of a wildlife roadkill mitigation system in wetland habitat",NA,"https://www.sciencedirect.com/science/article/pii/S0925857413000219",NA,NA
7379,"Journal of Wildlife Management","Effectiveness of Hot Sauce® and Deer Away® repellents for deterring elk browsing of aspen sprouts",NA,"https://www.jstor.org/stable/3802851",NA,NA
7380,"Journal of Wildlife Management","Emergency feeding of mule deer during winter: tests of a supplemental ration",NA,"https://www.jstor.org/stable/3803285?seq=1#page_scan_tab_contents",NA,NA
7381,"Journal of Range Management","Small mammals increase on recently cleared and seeded juniper rangeland",NA,"https://www.jstor.org/stable/3896461?seq=1#page_scan_tab_contents",NA,NA
7382,"Applied Animal Behaviour Science","A dose–response trial with ziram-treated maize and free-ranging European badgers <i>Meles meles</i>",NA,"https://doi.org/10.1016/j.applanim.2004.11.022","10.1016/j.applanim.2004.11.022","https://doi.org/10.1016/j.applanim.2004.11.022"
7383,"Italian Journal of Zoology","Reintroduction of the Eurasian badger (<i>Meles meles</i>) in a protected area of northern Italy","http://dx.doi.org/10.1080/11250000600679603","http://dx.doi.org/10.1080/11250000600679603","10.1080/11250000600679603","https://doi.org/10.1080/11250000600679603"
7384,"Australian Mammalogy","Den trees, hollow-bearing trees and nest boxes: management of squirrel glider (<i>Petaurus norfolcensis</i>) nest sites in tropical Australian woodland",NA,"http://dx.doi.org/10.1071/AM10050","10.1071/AM10050","https://doi.org/10.1071/AM10050"
7385,"Biological Conservation","Impact of conservation interventions on the dynamics and persistence of a persecuted leopard (<i>Panthera pardus</i>) population","dx.doi.org/10.1016/j.biocon.2009.06.020","https://doi.org/10.1016/j.biocon.2009.06.020",NA,NA
7386,"Wildlife Society Bulletin","Reintroducing the gray wolf to central Idaho and Yellowstone National Park",NA,"http://www.jstor.org/stable/3783320",NA,NA
7387,"Journal of Applied Ecology","Predation by introduced foxes on native bush rats in Australia: do foxes take the doomed surplus?",NA,"https://besjournals.onlinelibrary.wiley.com/doi/full/10.1046/j.1365-2664.1999.00463.x",NA,NA
7388,"Austral Ecology","Predation by red foxes limits recruitment in populations of eastern grey kangaroos",NA,"http://onlinelibrary.wiley.com/doi/10.1046/j.1442-9993.2000.01039.x/abstract","10.1046/j.1442-9993.2000.01039.x","https://doi.org/10.1046/j.1442-9993.2000.01039.x"
7389,"Australian Mammalogy","Predator swamping and supplementary feeding do not improve reintroduction success for a threatened Australian mammal, <i>Bettongia lesueur</i>","http://dx.doi.org/10.1071/AM15020","http://dx.doi.org/10.1071/AM15020","10.1071/AM15020","https://doi.org/10.1071/AM15020"
7390,"Biological Conservation","Do armed field-rangers deter rhino poachers? An empirical analysis",NA,"https://www.sciencedirect.com/science/article/pii/S000632071630564X",NA,NA
7391,"Journal of Range Management","Evaluation of fertilizer on pronghorn winter range in Alberta",NA,"https://journals.uair.arizona.edu/index.php/jrm/article/viewFile/6900/6510",NA,NA
7392,"Mastozoología Neotropical","Supervivencia de guanacos (<i>Lama guanicoe</i>) reintroducidos con y sin período de preadapatación en el parque nacional Quebrada del Condorito, Córdoba, Argentina",NA,"http://ref.scielo.org/94gfqv",NA,NA
7393,"Agriculture, Ecosystems & Environment","Alternative food and rabbit damage in vineyards of southern Spain",NA,"https://doi.org/10.1016/j.agee.2010.03.017","10.1016/j.agee.2010.03.017","https://doi.org/10.1016/j.agee.2010.03.017"
7394,"Mammal Review","The successful introduction of the alpine marmot <i>Marmota marmota</i> in the Pyrenees, Iberian Peninsula, western Europe",NA,"<Go to ISI>://WOS:000315958500004",NA,NA
7395,"PLoS ONE","The carrot or the stick? Evaluation of education and enforcement as management tools for human-wildlife conflicts",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0015681","10.1371/journal.pone.0015681","https://doi.org/10.1371/journal.pone.0015681"
7396,"Oryx","The effect of pre-release captivity on post-release performance in reintroduced eastern bettongs <i>Bettongia gaimardi</i>","https://doi.org/10.1017/S0030605315000496","https://www.cambridge.org/core/article/div-class-title-effect-of-pre-release-captivity-on-post-release-performance-in-reintroduced-eastern-bettongs-span-class-italic-bettongia-gaimardi-span-div/61114EFD53E53D5E282087D2A847288A","10.1017/S0030605315000496","https://doi.org/10.1017/S0030605315000496"
7397,"Mammalia","Assessment and mitigation of human-lion conflict in west and central Africa",NA,"https://doi.org/10.1515/mamm.2010.048","10.1515/mamm.2010.048","https://doi.org/10.1515/mamm.2010.048"
7398,"Oryx","Financial compensation for damage to livestock by lions <i>Panthera leo</i> on community rangelands in Kenya",NA,"https://doi.org/10.1017/S003060531500068X","10.1017/S003060531500068X","https://doi.org/10.1017/S003060531500068X"
7399,"Wildlife Society Bulletin","Evaluation of deterrent techniques and dogs to alter behavior of ""nuisance"" black bears",NA,"http://www.jstor.org/stable/3784752",NA,NA
7400,"Journal of Wildlife Management","Management implications for releasing orphaned, captive-reared bears back to the wild",NA,"http://dx.doi.org/10.1002/jwmg.941",NA,NA
7401,"Bears: Their Biology and Management","Homing of black bears in the Great Smoky Mountains National Park",NA,"https://www.jstor.org/stable/3872758",NA,NA
7402,"European Journal of Wildlife Research","Predator abundance in relation to small game management in southern Portugal: conservation implications",NA,"https://doi.org/10.1007/s10344-008-0236-1","10.1007/s10344-008-0236-1","https://doi.org/10.1007/s10344-008-0236-1"
7403,"Journal of Wildlife Management","Feasibility of translocating panthers into northern Florida","https://www.jstor.org/stable/3809438","https://www.jstor.org/stable/3809438",NA,NA
7404,NA,"Florida panther reintroduction feasibility study",NA,"https://ecos.fws.gov/ServCat/DownloadFile/27146",NA,NA
7405,"Russian Journal of Ecology (Springer)","Reintroduction of the European bison into the forest ecosystem of the Orlovskoe Poles'e National Park",NA,"<Go to ISI>://000227859600008",NA,NA
7406,NA,"Deterrence of kangaroos from roadways using ultrasonic frequencies: Efficacy of the Shu Roo",NA,"https://www.researchgate.net/publication/254513239_Deterrence_of_kangaroos_from_roadways_using_ultrasonic_frequencies-_efficacy_of_the_Shu_Roo",NA,NA
7407,"Wildlife Society Bulletin","Deterrence of kangaroos from agricultural areas using ultrasonic frequencies: efficacy of a commercial device",NA,"https://www.jstor.org/stable/3784449?seq=1#page_scan_tab_contents",NA,NA
