aid,case_study,title,author,journal,year,assigned_year,Threat_category_numeric,Threat_category_description,Response_category_numeric,Response_category_description,Notes,times_cited,impact_factor,ab_scopus,title_scopus,journal_scopus,doi_scopus
1146,general,Canopy distribution and survey detectability of a rare old-growth forest   lichen,Jesse E. D. Miller and John Villella and Greg Carey and Tom Carlberg and Heather T. Root,forestecologyandmanagement,2017,2017,1,Describing the state of nature,1,Proposing a response,NA,0,3.169,"Forest managers in many parts of the world are charged with protecting rare lichen species, including species growing near their range limits. Rare lichens may be particularly vulnerable to effects of climate change, and conserving lichen diversity necessitates understanding factors that limit species distributions. Habitat suitability envelopes for lichens are shifting as the climate changes, but it is unclear whether and how local (e.g., within-tree) lichen species distributions will shift. Conserving lichen biodiversity also requires effective field surveys to detect and monitor rare lichen populations. However, the reliability of rare lichen survey methods currently used across global forest lands is rarely tested. In this study, we quantify the canopy distribution of an epiphytic old-growth forest cyanolichen near its southern range limit and test whether ground surveys reliably detect canopy populations. Near its southern range limit, Lobaria oregana was most abundant in two distinct zones within tree crowns: on branches of large trees in the mid-crown, and on boles of small trees near ground level. The abundance of this species near ground level suggests that lichens may benefit from cooler, wetter microclimates near the equatorial edges of their ranges. Maintaining these microclimate habitats may be a key to long-term viability of rear edge lichen populations. Targeted ground surveys reliably detected L. oregana in litterfall underneath trees where it was abundant in the crowns. However, ground surveys did not reliably detect the lichen underneath trees when it occurred in the crowns in low abundance. Our results suggest that ground surveys are useful for characterizing abundant lichen species, but that canopy surveys (e.g., tree climbing) may be needed to reliably detect lichens when they occur at low abundance.",Canopy distribution and survey detectability of a rare old-growth forest lichen,Forest Ecology and Management,10.1016/j.foreco.2017.03.007
1147,general,Simultaneous estimation of above- and below-ground biomass in tropical   forests of Viet Nam,Karin Kralicek and Bao Huy and Krishna P. Poudel and Hailemariam Temesgen and Christian Salas,forestecologyandmanagement,2017,2017,1,Describing the state of nature,0,No response,NA,2,3.169,"For carbon accounting or for developing REDD+ (Reducing Emissions from Deforestation and forest Degradation) programs, allometric equations for estimating both above-ground biomass (AGB) and below-ground biomass (BGB) are useful. We developed systems of weighted nonlinear allometric equations to estimate total, above- and below-ground biomass for Dipterocarp forests (DF) and Evergreen broadleaf forests (EBLF) in the Central Highlands of Viet Nam, as well as for a dominant plant family (Dipterocarpaceae; Dip) in the DF. A total of 175 trees were destructively sampled for both AGB and BGB, with whole root extraction as the method of BGB sampling. Different equation forms for AGB and BGB incorporating diameter at breast height (D), tree height (H), wood density (WD) and crown area (CA) were evaluated. The best system of equations for the DF, Dipterocarpaceae in the DF, and EBLF was selected based on validation statistics of percent bias (PBias), mean absolute percentage error (MAPE), and root mean squared percent error (RMSPE). All three systems of equations developed in this study used D2 × H × WD as a predictor for AGB and a simpler BGB equation form with either D2 × H or D as the sole predictor variable. The addition of WD or CA to BGB equation forms did not substantially improve validation statistics over simpler forms. These allometric equations should contribute to advancing our understanding of carbon distribution of trees in these tropical ecosystems.",Simultaneous estimation of above- and below-ground biomass in tropical forests of Viet Nam,Forest Ecology and Management,10.1016/j.foreco.2017.01.030
1148,general,"High resistance to managed and natural forest fire in a rare   rock-outcrop specialist herb (Boechera constancei, Brassicaceae)",Erica J. Case and Susan Harrison,forestecologyandmanagement,2017,2017,2,Threatening mechanism,0,No response,NA,0,3.169,NA,NA,NA,NA
1179,general,Effects of climate change on an emperor penguin population: analysis of   coupled demographic and climate models,Stephanie Jenouvrier and Marika Holland and Julienne Stroeve and Christophe Barbraud and Henri Weimerskirch and Mark Serreze and Hal Caswell,globalchangebiology,2012,2012,2,Threatening mechanism,0,No response,NA,41,6.91,"Sea ice conditions in the Antarctic affect the life cycle of the emperor penguin (Aptenodytes forsteri). We present a population projection for the emperor penguin population of Terre Adélie, Antarctica, by linking demographic models (stage-structured, seasonal, nonlinear, two-sex matrix population models) to sea ice forecasts from an ensemble of IPCC climate models. Based on maximum likelihood capture-mark-recapture analysis, we find that seasonal sea ice concentration anomalies (SIC a) affect adult survival and breeding success. Demographic models show that both deterministic and stochastic population growth rates are maximized at intermediate values of annual SIC a, because neither the complete absence of sea ice, nor heavy and persistent sea ice, would provide satisfactory conditions for the emperor penguin. We show that under some conditions the stochastic growth rate is positively affected by the variance in SIC a. We identify an ensemble of five general circulation climate models whose output closely matches the historical record of sea ice concentration in Terre Adélie. The output of this ensemble is used to produce stochastic forecasts of SIC a, which in turn drive the population model. Uncertainty is included by incorporating multiple climate models and by a parametric bootstrap procedure that includes parameter uncertainty due to both model selection and estimation error. The median of these simulations predicts a decline of the Terre Adélie emperor penguin population of 81% by the year 2100. We find a 43% chance of an even greater decline, of 90% or more. The uncertainty in population projections reflects large differences among climate models in their forecasts of future sea ice conditions. One such model predicts population increases over much of the century, but overall, the ensemble of models predicts that population declines are far more likely than population increases. We conclude that climate change is a significant risk for the emperor penguin. Our analytical approach, in which demographic models are linked to IPCC. © 2012 Blackwell Publishing Ltd.",Effects of climate change on an emperor penguin population: Analysis of coupled demographic and climate models,Global Change Biology,10.1111/j.1365-2486.2012.02744.x
1180,general,Temperature-related shifts in butterfly phenology depend on the habitat,Florian Altermatt,globalchangebiology,2012,2012,2,Threatening mechanism,0,No response,NA,24,6.91,"Many species are becoming active earlier in the season as the climate becomes warmer. In parallel to phenological responses to climate change, many species have also been affected by habitat changes due to anthropogenic land use. As habitat type can directly affect microclimatic conditions, concurrent changes in climate and habitat could have interacting effects on the phenology of species. Temperature-related shifts in phenology, however, have mostly been studied independent of habitat types. Here, I used long-term data from a highly standardized monitoring program with 519 transects to study how phenology of butterflies is affected by ambient temperature and habitat type. I compared forests, agricultural areas and settlements, reflecting three major land use forms, and considered butterfly species that were observed in all three of these habitats. Seasonal appearance of the butterflies was affected both by the ambient temperature and the habitat type. As expected, warmer temperatures led to an overall advancement of the appearance and flight period of most species. Surprisingly, however, phenology of species was delayed in settlement habitats, even though this habitat type is generally associated with higher temperatures. A possible explanation is dispersal among habitat types, such that source-sink effects affect local phenology. When there is little productivity in settlement areas, observed butterflies may have immigrated from forest or agricultural habitats and thus appear later in settlements. My findings suggest that a spillover of individuals among habitats may affect phenology trends and indicate that phenological studies need to be interpreted in the context of habitat types. This becomes especially important when defining strategies to prevent or mitigate effects of climate and land-use changes on phenology and abundance of species. © 2012 Blackwell Publishing Ltd.",Temperature-related shifts in butterfly phenology depend on the habitat,Global Change Biology,10.1111/j.1365-2486.2012.02727.x
1181,general,Nitrogen deposition drives lichen community changes through differential   species responses,Otilia Johansson and Kristin Palmqvist and Johan Olofsson,globalchangebiology,2012,2012,2,Threatening mechanism,0,No response,NA,23,6.91,"Nitrogen (N) deposition has increased globally over the last 150 years and further increases are predicted. Epiphytic lichens decline in abundance and diversity in areas with high N loads, and the abundance of lichens decreases along gradients of increased deposition. Thus, although N is an essential nutrient for lichens, excessive loads may be detrimental for them. However, these gradients include many correlated pollutants and the mechanisms behind the decline are thus poorly known. The aim of this study was to assess effects of N deposition, alone, on the epiphytic lichen community composition in a naturally N-poor boreal forest. For this purpose, whole spruce trees were fertilized daily with N at five levels, equivalent to 0.6, 6, 12.5, 25, and 50 kg N ha -1 yr -1, during four consecutive growing seasons (2006-2009), and changes in the abundance of lichens were monitored each autumn from the preceding year (2005). The studied lichen communities were highly dynamic and responded strongly to the environmental perturbation. N deposition detectably altered the direction of succession and reduced the species richness of the epiphytic lichen communities, even at the lowest fertilization application (6 kg N ha -1 yr -1). The simulated N deposition caused significant changes in the abundance of Alectoria sarmentosa, Bryoria spp., and Hypogymnia physodes, which all increased at low N loads and decreased at high loads, but with species-specific optima. The rapid decline of A. sarmentosa may have been caused by the added nitrogen reducing the stability of the lichen thalli, possibly due to increases in the photobiont: mycobiont ratio or parasitic fungal attacks. We conclude that increases in nitrogen availability, per se, could be responsible for the reductions in lichen abundance and diversity observed along deposition gradients, and those community responses may be due to physiological responses of the individual species rather than changes in competitive interactions. © 2012 Blackwell Publishing Ltd.",Nitrogen deposition drives lichen community changes through differential species responses,Global Change Biology,10.1111/j.1365-2486.2012.02723.x
1182,general,Degrees of disruption: projected temperature increase has catastrophic   consequences for reproduction in a tropical ectotherm,Jeanne A. Zeh and Melvin M. Bonilla and Eleanor J. Su and Michael V. Padua and Rachel V. Anderson and Dilpreet Kaur and Dou-Shuan Yang and David W. Zeh,globalchangebiology,2012,2012,2,Threatening mechanism,0,No response,NA,19,6.91,"Although climate change models predict relatively modest increases in temperature in the tropics by the end of the century, recent analyses identify tropical ectotherms as the organisms most at risk from climate warming. Because metabolic rate in ectotherms increases exponentially with temperature, even a small rise in temperature poses a physiological threat to tropical ectotherms inhabiting an already hot environment. If correct, the metabolic theory of climate warming has profound implications for global biodiversity, since tropical insects and arachnids constitute the vast majority of animal species. Predicting how climate change will translate into fitness consequences for tropical arthropods requires an understanding of the effects of temperature increase on the entire life history of the species. Here, in a comprehensive case study of the fitness consequences of the projected temperature increase for the tropics, we conducted a split-brood experiment on the neotropical pseudoscorpion, Cordylochernes scorpioides, in which 792 offspring from 33 females were randomly assigned at birth to control- and high-temperature treatments for rearing through the adult stage. The diurnally varying, control treatment temperature was determined from long-term, average daily temperature minima and maxima in the pseudoscorpion's native habitat. In the high temperature treatment, increasing temperature by the 3.5 °C predicted for the tropics significantly reduced survival and accelerated development at the cost of reduced adult size and a dramatic decrease in level of sexual dimorphism. The most striking effects, however, involved reproductive traits. Reared at high temperature, males produced 45% as many sperm as control males, and females failed to reproduce. Sequencing of the mitochondrial ND2 gene revealed two highly divergent haplogroups that differed substantially in developmental rate and survivorship but not in reproductive response to high temperature. Our findings suggest that reproduction may be the Achilles' heel of tropical ectotherms, as climate warming subjects them to an increasingly adverse thermal environment. © 2012 Blackwell Publishing Ltd.",Degrees of disruption: Projected temperature increase has catastrophic consequences for reproduction in a tropical ectotherm,Global Change Biology,10.1111/j.1365-2486.2012.02640.x
1183,general,Consistent effects of nitrogen amendments on soil microbial communities   and processes across biomes,Kelly S. Ramirez and Joseph M. Craine and Noah Fierer,globalchangebiology,2012,2012,2,Threatening mechanism,0,No response,NA,249,6.91,"Ecosystems worldwide are receiving increasing amounts of reactive nitrogen (N) via anthropogenic activities with the added N having potentially important impacts on microbially mediated belowground carbon dynamics. However, a comprehensive understanding of how elevated N availability affects soil microbial processes and community dynamics remains incomplete. The mechanisms responsible for the observed responses are poorly resolved and we do not know if soil microbial communities respond in a similar manner across ecosystems. We collected 28 soils from a broad range of ecosystems in North America, amended soils with inorganic N, and incubated the soils under controlled conditions for 1 year. Consistent across nearly all soils, N addition decreased microbial respiration rates, with an average decrease of 11% over the year-long incubation, and decreased microbial biomass by 35%. High-throughput pyrosequencing showed that N addition consistently altered bacterial community composition, increasing the relative abundance of Actinobacteria and Firmicutes, and decreasing the relative abundance of Acidobacteria and Verrucomicrobia. Further, N-amended soils consistently had lower activities in a broad suite of extracellular enzymes and had decreased temperature sensitivity, suggesting a shift to the preferential decomposition of more labile C pools. The observed trends held across strong gradients in climate and soil characteristics, indicating that the soil microbial responses to N addition are likely controlled by similar wide-spread mechanisms. Our results support the hypothesis that N addition depresses soil microbial activity by shifting the metabolic capabilities of soil bacterial communities, yielding communities that are less capable of decomposing more recalcitrant soil carbon pools and leading to a potential increase in soil carbon sequestration rates. © 2012 Blackwell Publishing Ltd.",Consistent effects of nitrogen amendments on soil microbial communities and processes across biomes,Global Change Biology,10.1111/j.1365-2486.2012.02639.x
1184,general,Atmospheric CO2 and O3 alter competition for soil nitrogen in developing   forests,Donald R. Zak and Mark E. Kubiske and Kurt S. Pregitzer and Andrew J. Burton,globalchangebiology,2012,2012,2,Threatening mechanism,0,No response,NA,11,6.91,NA,NA,NA,NA
1185,general,"Evaluation of assisted colonization strategies under global change for a   rare, fire-dependent plant","Helen M. Regan, Alexandra D. Syphard, Janet Franklin, Rebecca M. Swab, Lisa Markovchick, Alan L. Flint, Lorraine E. Flint, Paul H. Zedler",globalchangebiology,2012,2012,2,Threatening mechanism,3,Implementing response,NA,22,6.91,"As a clear consensus is emerging that habitat for many species will dramatically reduce or shift with climate change, attention is turning to adaptation strategies to address these impacts. Assisted colonization is one such strategy that has been predominantly discussed in terms of the costs of introducing potential competitors into new communities and the benefits of reducing extinction risk. However, the success or failure of assisted colonization will depend on a range of population-level factors that have not yet been quantitatively evaluated - the quality of the recipient habitat, the number and life stages of translocated individuals, the establishment of translocated individuals in their new habitat and whether the recipient habitat is subject to ongoing threats all will play an important role in population persistence. In this article, we do not take one side or the other in the debate over whether assisted colonization is worthwhile. Rather, we focus on the likelihood that assisted colonization will promote population persistence in the face of climate-induced distribution changes and altered fire regimes for a rare endemic species. We link a population model with species distribution models to investigate expected changes in populations with climate change, the impact of altered fire regimes on population persistence and how much assisted colonization is necessary to minimize risk of decline in populations of Tecate cypress, a rare endemic tree in the California Floristic Province, a biodiversity hotspot. We show that assisted colonization may be a risk-minimizing adaptation strategy when there are large source populations that are declining dramatically due to habitat contractions, multiple nearby sites predicted to contain suitable habitat, minimal natural dispersal, high rates of establishment of translocated populations and the absence of nonclimatic threats such as altered disturbance regimes. However, when serious ongoing threats exist, assisted colonization is ineffective. © 2011 Blackwell Publishing Ltd.","Evaluation of assisted colonization strategies under global change for a rare, fire-dependent plant",Global Change Biology,10.1111/j.1365-2486.2011.02586.x
1186,general,High nitrogen deposition alters the decomposition of bog plant litter   and reduces carbon accumulation,Luca Bragazza and Alexandre Buttler and Jonathan Habermacher and Lisa Brancaleoni and Renato Gerdol and Hannu Fritze and Peter Hanajik and Raija Laiho and David Johnson,globalchangebiology,2012,2012,2,Threatening mechanism,0,No response,NA,46,6.91,"Bogs are globally important sinks of atmospheric carbon (C) due to the accumulation of partially decomposed litter that forms peat. Because bogs receive their nutrients from the atmosphere, the world-wide increase of nitrogen (N) deposition is expected to affect litter decomposition and, ultimately, the rate of C accumulation. However, the mechanism of such biogeochemical alteration remains unclear and quantification of the effect of N addition on litter accumulation has yet to be done. Here, we show that 7 years of N addition to a bog decreased the C : N ratio, increased the bacterial biomass and stimulated the activity of hydrolytic and oxidative enzymes in surface peat. Furthermore, N addition modified nutrient limitation of microbes during litter decomposition so that phosphorus became a primary limiting nutrient. Alteration of N release from decomposing litter affected bog water chemistry and the competitive balance between peat-forming mosses and vascular plants. We estimate that deposition of about 4 g N m -2 yr -1 will cause a mean annual reduction of fresh litter C accumulation of about 40 g m -2 primarily as a consequence of decreased litter production from peat-forming mosses. Our findings show that N deposition interacts with both above and below ground components of biodiversity to threaten the ability of bogs to act as N-sinks, which may offset the positive effects of N on C accumulation seen in other ecosystems. © 2011 Blackwell Publishing Ltd.",High nitrogen deposition alters the decomposition of bog plant litter and reduces carbon accumulation,Global Change Biology,10.1111/j.1365-2486.2011.02585.x
1187,general,"Global change belowground: impacts of elevated CO2, nitrogen, and summer   drought on soil food webs and biodiversity",Nico Eisenhauer and Simone Cesarz and Robert Koller and Kally Worm and Peter B. Reich,globalchangebiology,2012,2012,2,Threatening mechanism,0,No response,NA,79,6.91,NA,NA,NA,NA
1188,general,"Landscape controls on the timing of spring, autumn, and growing season   length in mid-Atlantic forests",Andrew J. Elmore and Steven M. Guinn and Burke J. Minsley and Andrew D. Richardson,globalchangebiology,2012,2012,1,Describing the state of nature,0,No response,NA,45,6.91,"The timing of spring leaf development, trajectories of summer leaf area, and the timing of autumn senescence have profound impacts to the water, carbon, and energy balance of ecosystems, and are likely influenced by global climate change. Limited field-based and remote-sensing observations have suggested complex spatial patterns related to geographic features that influence climate. However, much of this variability occurs at spatial scales that inhibit a detailed understanding of even the dominant drivers. Recognizing these limitations, we used nonlinear inverse modeling of medium-resolution remote sensing data, organized by day of year, to explore the influence of climate-related landscape factors on the timing of spring and autumn leaf-area trajectories in mid-Atlantic, USA forests. We also examined the extent to which declining summer greenness (greendown) degrades the precision and accuracy of observations of autumn offset of greenness. Of the dominant drivers of landscape phenology, elevation was the strongest, explaining up to 70% of the spatial variation in the onset of greenness. Urban land cover was second in importance, influencing spring onset and autumn offset to a distance of 32 km from large cities. Distance to tidal water also influenced phenological timing, but only within ~5 km of shorelines. Additionally, we observed that (i) growing season length unexpectedly increases with increasing elevation at elevations below 275 m; (ii) along gradients in urban land cover, timing of autumn offset has a stronger effect on growing season length than does timing of spring onset; and (iii) summer greendown introduces bias and uncertainty into observations of the autumn offset of greenness. These results demonstrate the power of medium grain analyses of landscape-scale phenology for understanding environmental controls on growing season length, and predicting how these might be affected by climate change. © 2011 Blackwell Publishing Ltd.","Landscape controls on the timing of spring, autumn, and growing season length in mid-Atlantic forests",Global Change Biology,10.1111/j.1365-2486.2011.02521.x
1189,general,Protected areas offer refuge from invasive species spreading under   climate change,Belinda Gallardo and David C. Aldridge and Pablo Gonzalez-Moreno and Jan Pergl and Manuel Pizarro and Petr Pysek and Wilfried Thuiller and Christopher Yesson and Montserrat Vila,globalchangebiology,2017,2017,2,Threatening mechanism,4,Testing response,NA,0,8.997,"Protected areas (PAs) are intended to provide native biodiversity and habitats with a refuge against the impacts of global change, particularly acting as natural filters against biological invasions. In practice, however, it is unknown how effective PAs will be in shielding native species from invasions under projected climate change. Here, we investigate the current and future potential distributions of 100 of the most invasive terrestrial, freshwater, and marine species in Europe. We use this information to evaluate the combined threat posed by climate change and invasions to existing PAs and the most susceptible species they shelter. We found that only a quarter of Europe's marine and terrestrial areas protected over the last 100 years have been colonized by any of the invaders investigated, despite offering climatically suitable conditions for invasion. In addition, hotspots of invasive species and the most susceptible native species to their establishment do not match at large continental scales. Furthermore, the predicted richness of invaders is 11%–18% significantly lower inside PAs than outside them. Invasive species are rare in long-established national parks and nature reserves, which are actively protected and often located in remote and pristine regions with very low human density. In contrast, the richness of invasive species is high in the more recently designated Natura 2000 sites, which are subject to high human accessibility. This situation may change in the future, since our models anticipate important shifts in species ranges toward the north and east of Europe at unprecedented rates of 14–55 km/decade, depending on taxonomic group and scenario. This may seriously compromise the conservation of biodiversity and ecosystem services. This study is the first comprehensive assessment of the resistance that PAs provide against biological invasions and climate change on a continental scale and illustrates their strategic value in safeguarding native biodiversity.",Protected areas offer refuge from invasive species spreading under climate change,Global Change Biology,10.1111/gcb.13798
1190,general,Marine-terminating glaciers sustain high productivity in Greenland   fjords,Lorenz Meire and John Mortensen and Patrick Meire and Thomas Juul-Pedersen and Mikael K. Sejr and Soren Rysgaard and Rasmus Nygaard and Philippe Huybrechts and Filip J. R. Meysman,globalchangebiology,2017,2017,2,Threatening mechanism,0,No response,NA,2,8.997,"Accelerated mass loss from the Greenland ice sheet leads to glacier retreat and an increasing input of glacial meltwater to the fjords and coastal waters around Greenland. These high latitude ecosystems are highly productive and sustain important fisheries, yet it remains uncertain how they will respond to future changes in the Arctic cryosphere. Here we show that marine-terminating glaciers play a crucial role in sustaining high productivity of the fjord ecosystems. Hydrographic and biogeochemical data from two fjord systems adjacent to the Greenland ice sheet, suggest that marine ecosystem productivity is very differently regulated in fjords influenced by either land-terminating or marine-terminating glaciers. Rising subsurface meltwater plumes originating from marine-terminating glaciers entrain large volumes of ambient deep water to the surface. The resulting upwelling of nutrient-rich deep water sustains a high phytoplankton productivity throughout summer in the fjord with marine-terminating glaciers. In contrast, the fjord with only land-terminating glaciers lack this upwelling mechanism, and is characterized by lower productivity. Data on commercial halibut landings support that coastal regions influenced by large marine-terminating glaciers have substantially higher marine productivity. These results suggest that a switch from marine-terminating to land-terminating glaciers can substantially alter the productivity in the coastal zone around Greenland with potentially large ecological and socio-economic implications.",Marine-terminating glaciers sustain high productivity in Greenland fjords,Global Change Biology,10.1111/gcb.13801
1191,general,Acclimation of bloom-forming and perennial seaweeds to elevated pCO(2)   conserved across levels of environmental complexity,Dong Xu and Charlotte-Elisa Schaum and Fan Lin and Ke Sun and James R. Munroe and Xiao W. Zhang and Xiao Fan and Lin H. Teng and Yi T. Wang and Zhi M. Zhuang and Naihao Ye,globalchangebiology,2017,2017,2,Threatening mechanism,0,No response,NA,1,8.997,NA,NA,NA,NA
1192,general,Nonlinear CO2 flux response to 7 years of experimentally induced   permafrost thaw,Marguerite Mauritz and Rosvel Bracho and Gerardo Celis and Jack Hutchings and Susan M. Natali and Elaine Pegoraro and Verity G. Salmon and Christina Schadel and Elizabeth E. Webb and Edward A. G. Schuur,globalchangebiology,2017,2017,2,Threatening mechanism,0,No response,NA,1,8.997,"Rapid Arctic warming is expected to increase global greenhouse gas concentrations as permafrost thaw exposes immense stores of frozen carbon (C) to microbial decomposition. Permafrost thaw also stimulates plant growth, which could offset C loss. Using data from 7 years of experimental Air and Soil warming in moist acidic tundra, we show that Soil warming had a much stronger effect on CO2 flux than Air warming. Soil warming caused rapid permafrost thaw and increased ecosystem respiration (Reco), gross primary productivity (GPP), and net summer CO2 storage (NEE). Over 7 years Reco, GPP, and NEE also increased in Control (i.e., ambient plots), but this change could be explained by slow thaw in Control areas. In the initial stages of thaw, Reco, GPP, and NEE increased linearly with thaw across all treatments, despite different rates of thaw. As thaw in Soil warming continued to increase linearly, ground surface subsidence created saturated microsites and suppressed Reco, GPP, and NEE. However Reco and GPP remained high in areas with large Eriophorum vaginatum biomass. In general NEE increased with thaw, but was more strongly correlated with plant biomass than thaw, indicating that higher Reco in deeply thawed areas during summer months was balanced by GPP. Summer CO2 flux across treatments fit a single quadratic relationship that captured the functional response of CO2 flux to thaw, water table depth, and plant biomass. These results demonstrate the importance of indirect thaw effects on CO2 flux: plant growth and water table dynamics. Nonsummer Reco models estimated that the area was an annual CO2 source during all years of observation. Nonsummer CO2 loss in warmer, more deeply thawed soils exceeded the increases in summer GPP, and thawed tundra was a net annual CO2 source.",Nonlinear CO<inf>2</inf> flux response to 7 years of experimentally induced permafrost thaw,Global Change Biology,10.1111/gcb.13661
1193,general,Delayed coral recovery in a warming ocean,Kate Osborne and Angus A. Thompson and Alistair J. Cheal and Michael J. Emslie and Kerryn A. Johns and Michelle J. Jonker and Murray Logan and Ian R. Miller and Hugh P. A. Sweatman,globalchangebiology,2017,2017,1,Describing the state of nature,0,No response,NA,0,8.997,"Climate change threatens coral reefs across the world. Intense bleaching has caused dramatic coral mortality in many tropical regions in recent decades, but less obvious chronic effects of temperature and other stressors can be equally threatening to the long-term persistence of diverse coral-dominated reef systems. Coral reefs persist if coral recovery rates equal or exceed average rates of mortality. While mortality from acute destructive events is often obvious and easy to measure, estimating recovery rates and investigating the factors that influence them requires long-term commitment. Coastal development is increasing in many regions, and sea surface temperatures are also rising. The resulting chronic stresses have predictable, adverse effects on coral recovery, but the lack of consistent long-term data sets has prevented measurement of how much coral recovery rates are actually changing. Using long-term monitoring data from 47 reefs spread over 10 degrees of latitude on Australia's Great Barrier Reef (GBR), we used a modified Gompertz equation to estimate coral recovery rates following disturbance. We compared coral recovery rates in two periods: 7 years before and 7 years after an acute and widespread heat stress event on the GBR in 2002. From 2003 to 2009, there were few acute disturbances in the region, allowing us to attribute the observed shortfall in coral recovery rates to residual effects of acute heat stress plus other chronic stressors. Compared with the period before 2002, the recovery of fast-growing Acroporidae and of “Other” slower growing hard corals slowed after 2002, doubling the time taken for modest levels of recovery. If this persists, recovery times will be increasing at a time when acute disturbances are predicted to become more frequent and intense. Our study supports the need for management actions to protect reefs from locally generated stresses, as well as urgent global action to mitigate climate change.",Delayed coral recovery in a warming ocean,Global Change Biology,10.1111/gcb.13707
1194,general,The global pyrogenic carbon cycle and its impact on the level of   atmospheric CO2 over past and future centuries,Jean-Sebastien Landry and H. Damon Matthews,globalchangebiology,2017,2017,1,Describing the state of nature,0,No response,NA,3,8.997,"The incomplete combustion of vegetation and dead organic matter by landscape fires creates recalcitrant pyrogenic carbon (PyC), which could be consequential for the global carbon budget if changes in fire regime, climate, and atmospheric CO2 were to substantially affect gains and losses of PyC on land and in oceans. Here, we included global PyC cycling in a coupled climate–carbon model to assess the role of PyC in historical and future simulations, accounting for uncertainties through five sets of parameter estimates. We obtained year-2000 global stocks of (Central estimate, likely uncertainty range in parentheses) 86 (11–154), 47 (2–64), and 1129 (90–5892) Pg C for terrestrial residual PyC (RPyC), marine dissolved PyC, and marine particulate PyC, respectively. PyC cycling decreased atmospheric CO2 only slightly between 1751 and 2000 (by 0.8 Pg C for the Central estimate) as PyC-related fluxes changed little over the period. For 2000 to 2300, we combined Representative Concentration Pathways (RCPs) 4.5 and 8.5 with stable or continuously increasing future fire frequencies. For the increasing future fire regime, the production of new RPyC generally outpaced the warming-induced accelerated loss of existing RPyC, so that PyC cycling decreased atmospheric CO2 between 2000 and 2300 for most estimates (by 4–8 Pg C for Central). For the stable fire regime, however, PyC cycling usually increased atmospheric CO2 (by 1–9 Pg C for Central), and only the most extreme choice of parameters maximizing PyC production and minimizing PyC decomposition led to atmospheric CO2 decreases under RCPs 4.5 and 8.5 (by 5–8 Pg C). Our results suggest that PyC cycling will likely reduce the future increase in atmospheric CO2 if landscape fires become much more frequent; however, in the absence of a substantial increase in fire frequency, PyC cycling might contribute to, rather than mitigate, the future increase in atmospheric CO2.",The global pyrogenic carbon cycle and its impact on the level of atmospheric CO<inf>2</inf> over past and future centuries,Global Change Biology,10.1111/gcb.13603
1195,general,Woodland expansion in South African grassy biomes based on satellite   observations (1990-2013): general patterns and potential drivers,Andrew L. Skowno and Mark W. Thompson and Jens Hiestermann and Brad Ripley and Adam G. West and William J. Bond,globalchangebiology,2017,2017,1,Describing the state of nature,0,No response,NA,2,8.997,NA,NA,NA,NA
1196,general,A decade of boreal rich fen greenhouse gas fluxes in response to natural   and experimental water table variability,David Olefeldt and Eugenie S. Euskirchen and Jennifer Harden and Evan Kane and A. David McGuire and Mark P. Waldrop and Merritt R. Turetsky,globalchangebiology,2017,2017,1,Describing the state of nature,0,No response,NA,1,8.997,"Rich fens are common boreal ecosystems with distinct hydrology, biogeochemistry and ecology that influence their carbon (C) balance. We present growing season soil chamber methane emission (FCH4), ecosystem respiration (ER), net ecosystem exchange (NEE) and gross primary production (GPP) fluxes from a 9-years water table manipulation experiment in an Alaskan rich fen. The study included major flood and drought years, where wetting and drying treatments further modified the severity of droughts. Results support previous findings from peatlands that drought causes reduced magnitude of growing season FCH4, GPP and NEE, thus reducing or reversing their C sink function. Experimentally exacerbated droughts further reduced the capacity for the fen to act as a C sink by causing shifts in vegetation and thus reducing magnitude of maximum growing season GPP in subsequent flood years by ~15% compared to control plots. Conversely, water table position had only a weak influence on ER, but dominant contribution to ER switched from autotrophic respiration in wet years to heterotrophic in dry years. Droughts did not cause inter-annual lag effects on ER in this rich fen, as has been observed in several nutrient-poor peatlands. While ER was dependent on soil temperatures at 2 cm depth, FCH4 was linked to soil temperatures at 25 cm. Inter-annual variability of deep soil temperatures was in turn dependent on wetness rather than air temperature, and higher FCH4 in flooded years was thus equally due to increased methane production at depth and decreased methane oxidation near the surface. Short-term fluctuations in wetness caused significant lag effects on FCH4, but droughts caused no inter-annual lag effects on FCH4. Our results show that frequency and severity of droughts and floods can have characteristic effects on the exchange of greenhouse gases, and emphasize the need to project future hydrological regimes in rich fens.",A decade of boreal rich fen greenhouse gas fluxes in response to natural and experimental water table variability,Global Change Biology,10.1111/gcb.13612
