study.id,publication.year,publication.title,journal.name,doi,url,doi_clean,doi_url,ab_clean,intervention_count
10146,2015,Use of radio-telemetry and recapture to determine the success of head-started wood turtles (<i>Glyptemys insculpta</i>) in New York,Herpetological Conservation and Biology,NA,http://www.herpconbio.org/Volume_10/Symposium/Michell_Michell_2015.pdf,NA,NA,NA,2
10150,2014,Spatial use and selection of habitat in a reintroduced population of alligator snapping turtles (<i>Macrochelys temminckii</i>),Southeastern Naturalist,NA,https://doi.org/10.1894/F05-NBF-05.1,10.1894/F05-NBF-05.1,https://doi.org/10.1894/F05-NBF-05.1,"We introduced 250 alligator snapping turtles (Macrochelys temminckii) originating from a turtle farm in Arkansas into six pools adjacent to the Washita River in Johnston, Bryan, and Marshall counties, Oklahoma. Additionally, we released 16 captive-bred and reared juvenile turtles. We used radiotelemetry and mark-recapture to monitor dispersal of turtles, selection of microhabitat, and patterns of movement. We placed transmitters on 16 adult turtles from Arkansas and 16 captive-bred juveniles 2-4 years old. We recorded 198 locations of 32 individuals by radiotelemetry between May 2007 and August 2008. We recaptured 45 turtles one-five times using hoop nets employed for 501 trap-nights. We compared movement and selection of habitat between sexes and age classes for the parameters water depth, bottom temperature, turbidity, and canopy cover. Adults and juveniles chose shallower depths with more canopy than available randomly. Additionally, adults chose greater depths than did juveniles, and juveniles chose areas with more canopy than did adults. There was no difference in selection of habitat between sexes. Adults utilized a larger linear home range than did juveniles.",1
10151,2016,The effects of riparian restoration following saltcedar (<i>Tamarix</i> spp.) biocontrol on habitat and herpetofauna along a desert stream,Restoration Ecology,NA,https://doi.org/10.1111/rec.12273,10.1111/rec.12273,https://doi.org/10.1111/rec.12273,"Amphibians and reptiles (herpetofauna) have been linked to specific microhabitat characteristics, microclimates, and water resources in riparian forests. Our objective was to relate variation in herpetofauna abundance to changes in habitat caused by a beetle used for Tamarix biocontrol (Diorhabda carinulata; Coleoptera: Chrysomelidae) and riparian restoration. During 2013 and 2014, we measured vegetation and monitored herpetofauna via trapping and visual encounter surveys (VES) at locations affected by biocontrol along the Virgin River in the Mojave Desert of the southwestern United States. Twenty-one sites were divided into four riparian stand types based on density and percent cover of dominant trees (Tamarix, Prosopis, Populus, and Salix) and presence or absence of restoration. Restoration activities consisted of mechanically removing non-native trees, transplanting native trees, and restoring hydrologic flows. Restored sites had three times more total lizard and eight times more yellow-backed spiny lizard (Sceloporus uniformis) captures than other stand types. Woodhouse's toad (Anaxyrus woodhousii) captures were greatest in unrestored and restored Tam-Pop/Sal sites. Results from VES indicated that herpetofauna abundance was greatest in the restored Tam-Pop/Sal site compared with the adjacent unrestored Tam-Pop/Sal site. Tam sites were characterized by having high Tamarix cover, percent canopy cover, and shade. Restored Tam-Pop/Sal sites were most similar in habitat to Tam-Pop/Sal sites. Two species of herpetofauna (spiny lizard and toad) were found to prefer habitat components characteristic of restored Tam-Pop/Sal sites. Restored sites likely supported higher abundances of these species because restoration activities reduced canopy cover, increased native tree density, and restored surface water.",2
10152,2017,No paternal genetic integration in desert tortoises (<i>Gopherus agassizii</i>) following translocation into an existing population,Biological Conservation,NA,https://doi.org/10.1016/j.biocon.2017.04.030,10.1016/j.biocon.2017.04.030,https://doi.org/10.1016/j.biocon.2017.04.030,"Translocations are a tool widely used by wildlife managers, yet their impact is often insufficiently evaluated. Most translocation studies only assess the initial establishment phase, and the majority of long-term persistence studies to date have only tracked female fecundity. Male genetic integration for mitigative translocations have as of yet not been assessed and could greatly undermine the validity of translocation evaluations. To test for successful male integration, we determined genetic paternity of 92 desert tortoise hatchlings (Gopherus agassizii), from both resident and translocated females, four years after the initial translocation event and found that all 35 hatchlings with a paternal match in our genotype database were sired by residents. Given that translocated males constitute 46% of the genotyped males found in the home ranges of the females, they produce significantly fewer offspring than resident males in the same area (G-test, p value < 0.0001). This is the first study assessing paternal genetic integration following a translocation of a wild sourced population into a native resident population. We hypothesize that male condition following the translocation, female mate preference for prior residents and competitive exclusion by resident males may contribute to the lower reproductive output of translocated males. We advocate the use of genetic paternity testing in other species to determine the generality of male translocation success across taxa given this unexpected and alarming result.",1
10153,2015,"Conservaci√≥n y actividad reproductiva de tortuga lora (<i>Lepidochelys olivacea</i>) en la playa de anidaci√≥n solitaria Punta Banco, Pacifico Sur de Costa Rica. Recomendaciones de manejo a trav√©s de diecis√©is a√±os de monitoreo",Revista de Biolog√≠a Tropical,NA,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442015000500383&script=sci_arttext&tlng=en,NA,NA,NA,1
10154,2011,"Interactions between sea turtles and dredge gear in the US sea scallop (<i>Placopecten magellanicus</i>) fishery, 2001-2008",Fisheries Research,NA,https://doi.org/10.1016/j.fishres.2010.10.017,10.1016/j.fishres.2010.10.017,https://doi.org/10.1016/j.fishres.2010.10.017,"Since 2006, the National Marine Fisheries Service (NMFS) has mandated gear modifications ("" chain mats"") and fishing effort reductions in the U.S. Mid-Atlantic sea scallop dredge fishery to alleviate or minimize interactions with sea turtles. Turtle interactions with gear can be defined as those that are "" observable"" based on standard fishery observer protocols, plus unobserved interactions, which include both quantifiable and unquantifiable interactions. Once a gear modification is in place, a turtle interaction that was once observable may become unobservable, because the gear modification successfully prevented the turtle from being captured. This paper describes turtle interactions in scallop dredge gear from 2001 to 2008, identifies gear and environmental correlates with observable interaction rates, and reports the average annual number of interactions and adult-equivalent interactions before and after chain mats were mandated in the fishery. Fisheries observer data were used to develop a Generalized Additive Model (GAM) to estimate rates of observable interactions of hard-shelled turtles. These rates were applied to commercial dredge fishing effort to estimate the total number of observable interactions, and to infer the number of unobservable, yet quantifiable interactions after chain mats were implemented. Interaction rates of hard-shelled turtles were correlated with sea surface temperature, depth, and use of a chain mat. The average number of annual observable interactions of hard-shelled turtles in the Mid-Atlantic scallop dredge fishery prior to the implementation of chain mats (1 January 2001 through 25 September 2006) was estimated to be 288 turtles (CV = 0.14, 95% CI: 209-363), which is equivalent to 49 adults. After implementation of chain mats, the average annual number of observable interactions was estimated to be 20 turtles (CV = 0.48, 95% CI: 3-42), equivalent to 4 adults. If the rate of observable interactions from dredges without chain mats had been applied to trips with chain mats, the estimated number of observable and inferred interactions of hard-shelled species after chain mats were implemented would have been 125 turtles per year (CV = 0.15, 95% CI: 88-163). Results from this analysis suggest that chain mats and fishing effort reductions contributed to the decline in estimated turtle interactions after 2006. © 2010.",1
10155,2017,Habitat drives dispersal and survival of translocated juvenile desert tortoises,Journal of Applied Ecology,NA,https://doi.org/10.1111/1365-2664.12774,10.1111/1365-2664.12774,https://doi.org/10.1111/1365-2664.12774,"In spite of growing reliance on translocations in wildlife conservation, translocation efficacy remains inconsistent. One factor that can contribute to failed translocations is releasing animals into poor-quality or otherwise inadequate habitat. Here, we used a targeted approach to test the relationship of habitat features to post-translocation dispersal and survival of juvenile Mojave desert tortoises Gopherus agassizii. We selected three habitat characteristics ñ rodent burrows, substrate texture (prevalence and size of rocks) and washes (ephemeral river beds) ñ that are tied to desert tortoise ecology. At the point of release, we documented rodent burrow abundance, substrate texture and wash presence and analysed their relationship to the maximum dispersal. We also documented the relative use by each individual for each habitat characteristic and analysed their relationships with survival and fatal encounters with a predator in the first year after release. In general, the presence of refugia or other areas that enabled animals to avoid detection, such as burrows and substrate, decreased the overall mortality as well as predator-mediated mortality. The presence of washes and substrate that enhanced the tortoisesí ability to avoid detection also associated with the reduced dispersal away from the release site. These results indicate an important role for all three measured habitat characteristics in driving dispersal, survival or fatal encounters with a predator in the first year after translocation. Synthesis and applications. Resource managers using translocations as a conservation tool should prioritize acquiring data linking habitat to fitness. In particular, for species that depend on avoiding detection, refuges such as burrows and habitat that improved concealment had notable ability to improve the survival and dispersal. Our study on juvenile Mojave desert tortoises showed that refuge availability or the distributions of habitat appropriate for concealment are important considerations for identifying translocation sites for species highly dependent on crypsis, camouflage or other forms of habitat matching.",1
10156,2016,"Reproductive ecology of <i>Graptemys geographica</i> of the Juniata River in central Pennsylvania, with recommendations for conservation",Herpetological Conservation and Biology,NA,http://www.herpconbio.org/Volume_11/Issue_1/Nagle_Congdon_2016.pdf,NA,NA,"From 2000-2008, we examined the reproductive and nesting ecology of Northern Map Turtles (Graptemys geographica) in central Pennsylvania, USA, at a mitigated nesting area associated with construction of a new highway and at an adjacent area of coal tailings. The first day of nesting varied by 29 d among years and was correlated with the number of heating degree days in May (i.e., colder springs were associated with later start dates). Substantial variation in body size was found among reproductive females, with a range of carapace lengths (CL) of 79 mm and a 3.8-fold difference in body mass. Larger females showed a weak but significant tendency to nest earlier than smaller females each year. Females captured on coal tailings had significantly higher body temperatures than females in the mitigated area. We estimated minimum female age at maturity at 9 y and the median age at 14 y from counts of scute annuli. Population age structure was probably much broader (and older) than that indicated by our age estimates, however, because more than a quarter of all adult females appeared to be too old to accurately age. Clutch size averaged 10.3 eggs and increased with female body size. Larger and heavier females also produced larger and heavier hatchlings. We estimate that 12-21% of females produced two clutches annually, and 0.5% of females produced three clutches. Our primary goals of protecting adult females and documenting reproductive ecology were achieved, yet additional work is needed to ensure long-term success of the mitigated nesting area. Several conservation challenges threaten the Mount Union site that may impact future population viability of Northern Map Turtles of the Juniata River.",3
10157,2016,Weather and sex ratios of head-started Agassiz's desert tortoise <i>Gopherus agassizii</i> juveniles hatched in natural habitat enclosures,Endangered Species Research,NA,https://doi.org/10.3354/esr00737,10.3354/esr00737,https://doi.org/10.3354/esr00737,"Head-starting of Agassiz's desert tortoise, a means to aid recovery of this threatened species, may adversely affect offspring sex ratios via temperature-dependent sex determination combined with possible unnatural thermal conditions in head-start facilities. We determined sex ratios in juvenile tortoises hatched from first clutches of 4 annual cohorts at the head-start facility at the US Marine Corps Base, Twentynine Palms, California, USA, using non-fatal, endoscopic inspection of gonads. Cohort sexes ranged from 97% females (<U+2640>:<U+2642> ratio of 6.25:1) in 2008 to 84% males (<U+2640>:<U+2642> ratio of 0.19:1) in 2009, apparently primarily in response to local weather conditions during the temperature-sensitive phase of incubation. Warmer weather during development of a second clutch laid in 2009 led to fewer males (55%, <U+2640>:<U+2642> ratio of 0.82). Efforts to cool (artificially shade) some nesting burrows were unsuccessful in increasing the proportion of male hatchlings in 2009. Cohort sex ratios were associated with average daily air temperatures during incubation, such that more females were produced during warmer periods, in good agreement with published temperaturecontrolled laboratory experiments. These results suggest that weather played a major role in determining sex ratios, with apparently smaller or negligible influences resulting from initial location, structure and operation of the head-start facility; experimental shading of nests; and individual mothers' variation in the timing of egg laying and placement of nests within the natal burrows. These results, obtained from a remote, mostly natural field site, indicate the potentially great sensitivity of sex determination in nests of wild, free-living desert tortoises to changes in climate.",1
10158,2015,"Head-started desert tortoises (<i>Gopherus agassizii</i>): movements, survivorship and mortality causes following their release",Herpetological Conservation and Biology,NA,http://www.herpconbio.org/Volume_10/Issue_1/Nagy_etal_2015.pdf,NA,NA,NA,1
10159,2018,"Abundance, diet and prey selection of arboreal lizards in a grazed tropical woodland",Austral Ecology,NA,https://doi.org/10.1111/aec.12570,10.1111/aec.12570,https://doi.org/10.1111/aec.12570,"The diet of predators is a critical determinant of their ecological effects. Small vertebrate predators of invertebrates are often characterized as diet generalists based on diet descriptions, but few studies examine prey availability to determine whether prey choice occurs. We studied the prey availability in relation to the diet of two common and abundant, but understudied small vertebrates: Gehyra dubia, an arboreal nocturnal gecko, and Cryptoblepharus australis, an arboreal diurnal skink. We sampled lizards in two major woodland habitat types, Reid River box (Eucalyptus brownii) and Silver-leaf ironbark (Eucalyptus melanophloia) and among four cattle grazing regimes (ranging from moderate ñ heavy stocking). Cryptoblepharus australis were more abundant in the Silver-leaf ironbark habitat, but there was no effect of grazing regime on their abundance. In contrast, G. dubia did not differ significantly in abundance in relation to habitat type, but were more abundant in paddocks with heavier stocking rates. We quantified invertebrate prey available to lizards in these habitats using defined-area searches and light trapping. Invertebrate community composition did not differ significantly between the habitat types or among the four grazing regimes. Although G. dubia and C. australis both occupied the same microhabitats, they were temporally segregated based on their activity times. While both species are apparently habitat generalists, we found that G. dubia and C. australis are selective in their diets. Only half of the invertebrate groups available in the environment occurred in the diets of either lizard species. Both species positively selected Coleoptera (beetles), Araneae (spiders), and Scorpiones (scorpions), and they exhibited high dietary niche overlap (O = 0.97). We suggest the increased availability of the top three preferred prey groups (beetles, spiders, and scorpions) may contribute to the high abundances of G. dubia in heavily grazed areas.",1
10160,2015,Spatial variability of nile crocodiles (<i>Crocodylus Niloticus</i>) in the lower Zambezi river reaches,Herpetological Conservation and Biology,NA,http://www.herpconbio.org/Volume_10/Issue_3/Nyirenda_2015.pdf,NA,NA,NA,1
10162,2018,Diet of a restocked population of the European pond turtle <i>Emys orbicularis</i> in NW Italy,Acta Herpetologica,NA,https://doi.org/10.13128/Acta_Herpetol-22518,10.13128/Acta_Herpetol-22518,https://doi.org/10.13128/Acta_Herpetol-22518,"Recently several projects have been implemented for the conservation of the European turtle Emys orbicularis, but few aspects of the captive-bred animals released into the wild have been described. In this note we report about the trophic habits of a small restocked population of the endemic subspecies E. o. ingauna that is now reproducing in NW Italy. Faecal contents from 25 individuals (10 females, 11 males and 4 juveniles) were obtained in June 2016. Overall, 11 taxonomic categories of invertebrates were identified, together with seeds and plant remains. Plant material was present in 24 out of 25 turtle faecal contents, suggesting that ingestion was deliberate. There were no differences between the dietary habits of females and males, and the trophic strategy of adult individuals was charac-terised by a relatively high specialization on dragonfly nymphae. These findings suggest that captive bred turtles are adapting well to the wild and that restocked individuals assumed an omnivorous diet, a trophic behaviour typical of other wild turtle populations living in similar habitats.",1
10164,2015,Hooking locations in sea turtles incidentally captured by artisanal longline fisheries in the eastern Pacific Ocean,Fisheries Research,NA,https://doi.org/10.1016/j.fishres.2014.11.012,10.1016/j.fishres.2014.11.012,https://doi.org/10.1016/j.fishres.2014.11.012,"Bycatch by longline fisheries, especially by artisanal small-scale fisheries, is one of the main conservation problems for some sea turtle populations around the world. Since 2004, a network of professionals under the ""Eastern Pacific Regional Sea Turtle Bycatch Program"" have been working with artisanal longline fishers in the Eastern Pacific Ocean (EPO) to reduce sea turtle bycatch and related mortality. Trials assessing circle hooks of different sizes and shapes, and different baits, have been conducted to determine the effectiveness in the reduction of sea turtle bycatch and changes in hooking location. In this paper, information from 1823 olive ridley sea turtles incidentally captured in the EPO were analyzed to assess how hook type (J, tuna hooks or circle hooks), hook size, bait type (squid or fish), turtle size and target species (tunas, sharks or mahi-mahi) affect hooking location on sea turtles. This were modeled with a Classification and Regression Tree using hooking location as a multinomial variable response (for 6 categories of hooking locations); and also as a binomial response (swallowed vs. non-swallowed) using a Generalized Linear Mixed Model (GLMM). Hook type and size, plus bait type, were the most important factors affecting hooking location, while turtle size and target species did not have any significant effect. J-hooks and tuna hooks had a much greater probability of being swallowed than circle hooks. In addition, as the hook size increased, the likelihood of swallowing it decreased. The use of fish bait in combination with larger circle hooks tended to produce higher proportions of external hookings. An increase in external or lower mandible hookings is preferred since these locations are assumed to be less dangerous for the animal's post-release survival, and because hooks and attached gear are easier to remove by well-trained fishermen.",3
10165,2012,A potential tool to mitigate the impacts of climate change to the caribbean leatherback sea turtle,Global Change Biology,NA,https://doi.org/10.1111/j.1365-2486.2011.02532.x,10.1111/j.1365-2486.2011.02532.x,https://doi.org/10.1111/j.1365-2486.2011.02532.x,"It is now well understood that climate change has the potential to dramatically affect biodiversity, with effects on spatio-temporal distribution patterns, trophic relationships and survivorship. In the marine turtles, sex is determined by incubation temperature, such that warming temperatures could lead to a higher production of female hatchlings. By measuring nest temperature, and using a model to relate the incubation temperature to sex ratio, we estimate that Caribbean Colombian leatherback sea turtles currently produce approximately 92% female hatchlings. We modelled the relationship between incubation, sand and air temperature, and under all future climate change scenarios (0.4-6.0 ∞C warming over the next 100 years), complete feminization could occur, as soon as the next decade. However, male producing refugia exist in the periphery of smaller nests (0.7 ∞C cooler at the bottom than at the centre), within beaches (0.3 ∞C cooler in the vegetation line and inter-tidal zone) and between beaches (0.4 ∞C higher on dark beaches), and these natural refugia could be assigned preferential conservation status. However, there exists a need to develop strategies that may ameliorate deleterious effects of climate-induced temperature changes in the future. We experimentally shaded clutches using screening material, and found that it was effective in reducing nest temperature, producing a higher proportion of male hatchlings, without compromising the fitness or hatching success. Artificial shade in hatcheries is a very useful and simple tool in years or periods of high environmental temperatures. Nevertheless, this is only an emergency response to the severe impacts that will eventually have to be reversed if we are to guarantee the stability of the populations. © 2011 Blackwell Publishing Ltd.",1
10166,2016,Buoyless nets reduce sea turtle bycatch in coastal net fisheries,Conservation Letters,NA,https://doi.org/10.1111/conl.12176,10.1111/conl.12176,https://doi.org/10.1111/conl.12176,"Coastal entangling net fisheries are globally ubiquitous and have substantial socioeconomic importance, especially in developing nations. Bycatch in coastal nets results in high mortality of vulnerable megafauna including seabirds, marine mammals, and sea turtles, and has led to fisheries closures that incur high social costs. The overlap of intense bottom-set net fisheries with a high-density foraging hot spot of endangered loggerhead turtles at Baja California Sur, Mexico (BCS) produces among the highest recorded megafauna bycatch rates worldwide. From 2007 to 2009, we conducted controlled experiments in partnership with local fishermen at BCS to compare turtle bycatch rates with target catch rates, composition, and market value between conventional (control) and buoyless (buoys removed from float line) nets. In 136 controlled sets of net pairs, buoyless nets reduced mean turtle bycatch rates by 68% while maintaining target catch rates and composition. Our results suggest that buoyless nets offer a promising approach for mitigating sea turtle and potentially other megafauna bycatch while maintaining coastal net fisheries worldwide.",1
10167,2015,"Head-starting the giant sideneck river turtle (<i>Podocnemis expansa</i>): turtles and people in the middle orinoco, Venezuela",Herpetological Conservation and Biology,NA,http://www.herpconbio.org/Volume_10/Symposium/Penaloza_etal_2015.pdf,NA,NA,NA,1
10168,2018,Settlement pattern of tortoises translocated into the wild: a key to evaluate population reinforcement success,Biodiversity and Conservation,NA,https://doi.org/10.1007/s10531-017-1445-2,10.1007/s10531-017-1445-2,https://doi.org/10.1007/s10531-017-1445-2,"A lack of long-term monitoring often impedes the evaluation of translocation used to reinforce populations. Crucial questions regarding the exact timing and place of possible settlement remain unanswered. To examine these issues we radio-tracked during three years 24 tortoises (Testudo hermanni hermanni) released to reinforce a resident population impacted by fire. Individuals from the resident population (N = 20) and from a distant control population (N = 11) were also radio-tracked. More than 11,000 fixes were collected, enabling us to precisely describe movement patterns. Most translocated tortoises first dispersed (> 500 m to > 3000 m away) in a random direction and sometimes crossed unfavorable areas. Later, a marked shift in movement pattern, from a relatively unidirectional course to multidirectional displacements indicated settlement. Movement patterns of translocated and resident individuals became undistinguishable after settlement. Most individuals settled during the first year after release but several settled in the second year. Mean annual survival rate (> 85%) remained within the range of the species but was lower compared to the resident (93%) and control tortoises (100%). Overall, most translocated individuals (~ 63%) settled and adapted well to their novel environment. This result is essential regarding current controversies that are unfounded and that limit conservation translocations. Yet, translocation sites should be large enough and/or surrounded by secondary favorable areas to limit the mortality associated with dispersal in hazardous environments. Large numbers of individuals rescued during urbanization works may easily supply conservation translocations to reinforce fragile populations.",2
10169,2012,Effects of chemicals from longline baits on the biting behaviour of loggerhead sea turtles,African Journal of Marine Science,NA,https://doi.org/10.2989/1814232X.2012.675126,10.2989/1814232X.2012.675126,https://doi.org/10.2989/1814232X.2012.675126,"The biting behaviour of the loggerhead sea turtle Caretta caretta, a high bycatch species by longline fishing gear, was studied on 30 wild specimens held temporarily at rescue centres. To account for repeated measures, the data were analysed using mixed-effects models. Chemicals from squid baits elicited significantly more biting behaviour than those from mackerel baits. Smaller turtles were more likely to bite than larger turtles. The findings add increasing evidence in support of the idea that the use of fish baits instead of squid baits could be a conservation measure to protect this endangered species from bycatch. © 2012 Copyright NISC (Pty) Ltd.",1
10170,2017,Back from the brink: ex situ conservation and recovery of the critically endangered Burmese star tortoise (<i>Geochelone platynota</i>) in Myanmar,Herpetological Review,NA,https://www.dropbox.com/s/o0w2wmhqbv0twbp/Conservation HR48%283%29570-575.pdf?dl=1,NA,NA,NA,2
10171,2017,Barriers for conservation: mitigating the impact on amphibians and reptiles by water cisterns in arid environments,Amphibia-Reptilia,NA,https://doi.org/10.1163/15685381-00003087,10.1163/15685381-00003087,https://doi.org/10.1163/15685381-00003087,"Anthropogenic infrastructures are one of the major threats to biodiversity. In the north-western Sahara shepherds are increasingly building water cisterns of reinforced concrete for watering livestock. These infrastructures attract desert fauna and act as indiscriminate death traps for the amphibians and reptiles (herps) in the surrounding habitats. Here we propose an on-site, cost-effective management measure. We selected two groups of 36 cisterns, managed a group by covering the lateral openings with wire mesh (managed cistern), leaving the other group unmanaged (control cistern). Managed cisterns trapped fewer species, fewer individuals (one third), and individuals of smaller body size and of less conservation concern than did control cisterns. In a multivariate approach by Generalized Mixed Models, the best models explaining the number of species and individuals of herps trapped within cisterns included as the predictor only the management condition, with a trend for higher values in control cisterns.",1
10173,2017,"Remnant vegetation, plantings and fences are beneficial for reptiles in agricultural landscapes",Journal of Applied Ecology,NA,https://doi.org/10.1111/1365-2664.12923,10.1111/1365-2664.12923,https://doi.org/10.1111/1365-2664.12923,"Managing agricultural landscapes for biodiversity conservation is increasingly difficult as land use is modified or intensified for production. Finding ways to mitigate the negative effects of agriculture on biodiversity is therefore critical. We asked the question: How do remnant patches, paddock types and grazing regimes influence reptile assemblages in a grazing landscape? At 12 sites, we surveyed reptiles and environmental covariates in remnant woodland patches and in four paddock types: (i) grazed pasture, (ii) linear plantings, (iii) coarse woody debris (CWD) added to grazed pasture and (iv) fences between grazed pasture. Each site was either continuously or rotationally grazed. Remnant vegetation and other vegetation attributes such as tree cover and leaf litter greatly influenced reptiles. We recorded higher reptile abundance and species richness in areas with more tree cover and leaf litter. For rare species (captured in =4 sites <70 captures), there were 5∑7 more animals and 2∑6 more species in sites with 50% woody cover within 3 km compared to 5% woody cover. The abundance and richness of rare species, and one common species differed between paddock types and were higher in linear plantings and fence transects compared to CWD and pasture transects. Synthesis and applications. Grazed paddocks, particularly those with key features such as fences and plantings can provide habitat for reptiles. This suggests that discrete differentiation between patch and matrix does not apply for reptiles in these systems. Management to promote reptile conservation in agricultural landscapes should involve protecting existing remnant vegetation, regardless of amount; and promote key habitat features of trees, leaf litter and shrubs. Establishing plantings and fences is important as they support high numbers of less common reptiles and may facilitate reptiles to move through and use greater amounts of the landscape.",3
10214,2018,Post-release movement and survivorship of head-started gopher tortoises,Journal of Wildlife Management,NA,https://doi.org/10.1002/jwmg.21493,10.1002/jwmg.21493,https://doi.org/10.1002/jwmg.21493,"Gopher tortoise (Gopherus polyphemus) populations are declining throughout their range and recovery requires management intervention to alleviate losses. Population augmentation strategies may prove useful in recovery of depleted populations once threats are mitigated. We head-started and soft-released hatchlings produced from robust donor populations and evaluated their post-release survivorship and movement for the first year following their release. During 2014 and 2015, we head-started and released 145 tortoises, of which we radio-tracked a subset of 41 individuals, from 2 cohorts at 2 release areas within Yuchi Wildlife Management Area in Burke County, Georgia, USA. Movement and mortality of gopher tortoises was highest in the first month after release but declined soon after. Estimated annual survivorship of our first cohort was 60.6%. Annual survivorship of our second cohort was low (7.1%) at the southeast release area but much higher (75.0%) at the northwest release area because of spatial variation in predation. Although survivorship was variable, site fidelity remained high throughout the study and no tortoise moved >122.0 m from its release location. Initial results suggest that head-starting could prove effective as a population recovery tool, but that release strategy and predator mitigation, especially within the first month, are critical to success. © 2018 The Wildlife Society.",1
10216,2015,"Qualitative analysis of factors influencing the diversity and spatial distribution of herpetofauna in Chakwal Tehsil (Chakwal district), Punjab, Pakistan",Herpetological Conservation and Biology,NA,http://www.herpconbio.org/Volume_10/Issue_3/Rais_etal_2015.pdf,NA,NA,NA,1
10217,2018,Stopped dead in their tracks: the impact of railways on gopher tortoise (<i>Gopherus polyphemus</i>) movement and behavior,Copeia,NA,https://doi.org/10.1643/CE-17-635,10.1643/CE-17-635,https://doi.org/10.1643/CE-17-635,"Habitat fragmentation is one of the leading causes of biodiversity decline and most commonly results from urbanization and construction of transportation infrastructure. Roads are known to negatively impact species, but railways can often cause similar effects. Certain taxa, such as turtles and tortoises, are more vulnerable to railways than others due to limitations in mobility. We studied the impact of rails on the movement and behavior of Gopher Tortoises (Gopherus polyphemus), a threatened, highly terrestrial species likely in frequent contact with railways. First, we used radio-telemetry to determine the frequency of railway crossings and compared this to correlated random walk (CRW) simulations to assess if tortoises were crossing the rails less frequently than is expected by unconstrained movement. Second, we placed tortoises into the railway and measured behavior for one hour to assess crossing ability. Lastly, we tested whether trenches dug underneath the rails could allow safe passage for tortoises. We found that railways impacted the movement of Gopher Tortoises. Gopher Tortoises crossed the railway less often than what would be expected by unhindered movement for five of our ten tortoises tracked. During behavioral trials, 0 of 24 tortoises placed within the railways were capable of escaping from the rails. Using game cameras, we detected tortoises using trenches dug underneath the rails and between the ties 68 times over the course of a single summer. For minimal financial cost, the trenches facilitated tortoise movement across the railway, maintained full rail functionality, and created an escape route for individuals that were trapped between the rails, and thus should be implemented as a mitigation strategy. Given the thousands of km of railways around the world, we recommend future studies focus on the new field of rail ecology.",1
10218,2015,Nesting success and barrier breaching: assessing the effectiveness of roadway fencing in diamondback terrapins (<i>Malaclemys terrapin</i>),Herpetological Conservation and Biology,NA,http://www.herpconbio.org/Volume_10/Issue_1/Reses_etal_2015.pdf,NA,NA,NA,1
10219,2013,Running against time: conservation of the remaining hawksbill turtle (<i>Eretmochelys imbricata</i>) nesting population in the Dominican Republic,Journal of the Marine Biological Association of the United Kingdom,NA,https://doi.org/10.1017/S0025315412001518,10.1017/S0025315412001518,https://doi.org/10.1017/S0025315412001518,"Saona Island hosts the last hawksbill turtle (Eretmochelys imbricata) nesting population in the Dominican Republic, which has experienced a severe decline in the last decades, mostly due to illegal egg take. Here we present the results of an artificial incubation programme started in 2007 to protect the clutches from human predation. A preliminary survey in 2006 showed that about 60% of clutches laid were taken by humans. Over the study period (2007-2010) we recorded 400 clutches, of which 38.2% were predated by humans, 40.7% were artificially incubated and 21% were incubated in situ. Overall, the artificial incubation programme allowed the release of 12,340 hatchlings. No differences were found in hatching and emergence success between clutches incubated in situ and clutches artificially incubated. However, incubation temperatures and incubation durations recorded suggest a male-biased hatchling sex-ratio in artificially incubated clutches. Although artificial incubation may mitigate the effect of egg take, our results indicate that other measures, such as clutch relocation to protected sections of the beach should be taken. Beach patrolling and education are currently implemented so that artificial incubation will be eventually phased out in favour of in situ incubation. Copyright © Marine Biological Association of the United Kingdom 2012.",1
10220,2015,Assessing the efficacy of direct conservation interventions: clutch protection of the leatherback marine turtle in the Dominican Republic,Oryx,NA,https://doi.org/10.1017/s0030605313001488,10.1017/s0030605313001488,https://doi.org/10.1017/s0030605313001488,"The beaches of Jaragua National Park in the Dominican Republic are the country's last known major nesting site for the leatherback marine turtle Dermochelys coriacea. This nesting aggregation is threatened by widespread illegal egg take, and clutch relocation and artificial incubation have been carried out as protection measures since 1974. We assess the efficacy of such efforts and investigate how artificial incubation may be influencing the success and sex ratios of clutches. We compare hatching success, incubation duration and embryo mortality in in-situ clutches (n¬ =¬ 43) with those incubated artificially at sites in the east and west of the Park (n¬ =¬ 35 and n¬ =¬ 31, respectively). Our results show that in the west, artificial incubation significantly decreases hatching success in clutches. In the east the duration of incubation is increased, which we predict would result in an increase in the number of males from these clutches. Clutch relocation is currently the only viable conservation option for clutches on eastern beaches because of illegal egg take but action is needed to ensure that the natural sex ratio is not distorted. However, on the western beaches in situ clutch incubation seems possible through beach protection. Further community engagement and enforcement are required to improve conservation measures at eastern beaches if long-term, less sustainable intervention is to be avoided.",2
