"mykey","source","study.id","publication.year","doi_clean","journal.name","ab_clean","publication.title","flag_sample"
"Williams_773","Williams",773,2017,"10.1007/s10530-016-1328-6","Biological Invasions","Restoration of river connectivity favors the spread of native but also of exotic invasive populations, mainly freshwater fish. This has rarely been studied, and never between migrating cyprinids. To harmonize both objectives, the feasibility of a selective leaping barrier for migratory cyprinids is studied through the measurement of fish leaping capabilities while freely migrating at a weir in the Guadiana River of southwest Spain. A cross-population analysis provided the cost-benefit outcomes of completely blocking the invasive Carassius auratus while allowing negotiation for most of the native Luciobarbus sp. populations. Larger fish reached higher leap heights, the highest being attained by the native barbel species. Barbels reached up to four times its total length and a maximum height of approximately 150 cm, while the figures for the invasive goldfish were double total length with a maximum of approximately 80 cm. The selective obstacle height (SOH) for goldfish was 81.2 cm, the estimated maximum height that the tip of a jumping goldfish could reach. Facility designs (whether culvert, weir or fish pass) with this SOH criterion guarantees complete migration failure of goldfish. Also, most (95–99%) of the barbels migrating populations will surpass the SOH regardless of body length; only the less capable or those in poor condition will be blocked. Advice on SOH utility to evaluate existing instream structures—and their position within the cost-benefit balance—is provided.","Relative leaping abilities of native versus invasive cyprinids as   criteria for selective barrier design",0
"Williams_810","Williams",810,2012,"10.1017/S0959270911000396","Bird Conservation International","The Bermuda Petrel Pterodroma cahow was thought to have become extinct early in the 17 th century due to a combination of hunting by human colonists and predation by introduced rats, cats, dogs and pigs. However, single individuals were found on four occasions during the first half of the 20 th century, and in 1951 a small population was discovered breeding on several rocky islets in north-east Bermuda. Recovery actions began in 1962 when the population numbered just 18 pairs, dispersed among five small islets. Although rats extirpated one of these five colonies in 1967, the population has grown steadily to 56 breeding pairs in 2000. We investigated the breeding phenology, productivity and population size of the Bermuda Petrel between 2000/2001 and 2007/2008. Each year, the birds began arriving in Bermuda around mid-October. They departed on a pre-breeding exodus between 19 November and 14 December, returning after 32-56 days to lay a single egg between 31 December and 31 January. Eggs hatched from 16 February to 26 March after a mean (± SD) incubation period of 53 ± 2 days, and young fledged from 15 May to 25 June after a mean fledging period of 91 ± 5 days. Between 2000/2001 and 2007/2008, reproductive output ranged from 29 to 40 fledglings per annum. Mean annual breeding success (62%) was reasonably high relative to other Procellariiformes, largely due to the provision of artificial (concrete) nesting burrows. In 2008, the population numbered 85 breeding pairs. Monitoring since 1961 indicates the population has been increasing exponentially, doubling approximately every 22 years. This rate of increase, together with the increased incidence of storm damage, is making it progressively more impracticable to construct sufficient concrete burrows on the current nesting islets to accommodate all breeding pairs. The vulnerability of these sites to accelerating storm damage and erosion as a result of anthropomorphic climate change is now the greatest threat to the Bermuda Petrel. © Copyright BirdLife International 2012.","Breeding biology and population increase of the Endangered Bermuda   Petrel Pterodroma cahow",0
"Williams_811","Williams",811,2012,"10.1017/S0959270911000219","Bird Conservation International","Seabird mortality in longline fisheries is believed to be an important cause of the reductions in many seabird populations worldwide, and results in reduced fishing efficiency and economic losses for fishing companies. We estimated the economic cost of not using seabird bycatch deterrents in Argentinean longline fisheries, with the intention of encouraging adoption of mitigation measures in those fisheries. We conducted the study in the Argentine ling Genypterus blacodes and Patagonian toothfish Dissostichus eleginoides fisheries from 2001 to 2006 on three fishing vessels. Data on the incidence of seabird bycatch were collected by seabird observers specially trained in seabird identification and data on the catch rates of target species, cost of bait and fish were provided by the fishing company, supervised by Federal Inspectors from the Provincial Fisheries Agency. To estimate the bait loss, we set lines both with and without the use of deterrents (streamer lines, night setting and strategic discharge of offal) in both fisheries. Seabird bycatch varies temporally and geographically, so to estimate economic losses using deterrents in each fishery, we used different bycatch rates/1000 hooks registered for different periods and fishing areas. Bycatch rates in the absence of deterrents were two birds/1000 hooks and 1.53 birds/1000 hooks for the Patagonian toothfish and ling fisheries, respectively. These rates equate to the loss of more than 1.5 and 2 million dollars over a 10 year period for each fishery. When estimations are made with lower mortality rates, economic losses declined abruptly and were in the order of hundreds of dollars/fishing trip, for the same period of time. Results show that using deterrents, long term profits for the fishing company increase at a considerably high rate (the decrease in monetary loss is an order of magnitude), and the mortality of seabirds decreases by the same proportion (CPUE of seabirds decreases from tens of thousands to a few hundred). In these fisheries, the use of mitigation measures that reduce bait loss and seabird mortality represents a win-win situation with benefits to conservation and fishing companies. © Copyright BirdLife International 2011.","The economic cost of seabird bycatch in Argentinean longline fisheries",0
"Williams_812","Williams",812,2012,"10.1017/S0959270911000220","Bird Conservation International","White-necked Picathartes Picathartes gymnocephalus is a globally 'Vulnerable' bird endemic to the highly threatened Upper Guinea forests in West Africa. In an environment under a high level of threat, the high breeding site fidelity (or breeding site persistence) of this species enables long term monitoring of colony site occupancy, colony size and other breeding parameters, which provide multiple indicators of population status. We surveyed known colony sites and searched for new sites in three recent breeding seasons in order to assess the current population status in the most important part of their range in Sierra Leone, the Gola Forest. We found 157 active nests at 40 colonies, equating to at least 314 adult birds. Less than half of the known colonies were protected by the Gola Forest Reserve. Colonies outside the reserve tended to be confined to larger rocks and subject to disturbance from human activities in close proximity, but did not have fewer active nests in them. Colonies outside the reserve were also more likely to be inactive in a given year whereas all colonies inside the reserve were active in every survey year. A predictive distribution model indicated that the survey region could have as many as 234 nests equating to at least 468 breeding birds. There was no evidence that mean colony size had declined since surveys undertaken in the 1980s and 1990s but it was not possible to compare colony abandonment rates inside and outside the reserve over that time period. Clutch and brood sizes were similar in each year, though brood size appeared slightly lower in the third survey year possibly because of a slightly later survey date. Mean clutch and brood sizes reported during the study period were similar to those found in the 1980s and 1990s. We conclude that the population of White-necked Picathartes in the Gola Forest area has been relatively stable over the last two decades, reflecting both the efficacy of protection afforded by the Gola Forest Reserve and presumably low pressure to farm new areas in the nearby community forest. However, regular monitoring of colonies both inside and outside the reserve is required to detect any systematic impact on the birds as pressure for land increases. © 2011 BirdLife International.","Long term stability of White-necked Picathartes population in south-east   Sierra Leone",0
"Williams_813","Williams",813,2012,"10.1017/S0959270911000293","Bird Conservation International","Decline of native forest cover is a worldwide concern. Recently, overall forest cover in Vietnam has increased, but most of the increase has been attributed to plantations of non-native trees. The conservation value of these plantations for birds is unknown. We compared avian species richness in pine plantations to that in second-growth and mature native forests in Tam Dao National Park, Vietnam. Bird species were classified into two categories: forest specialists or forest generalists. To account for strong heterogeneity in detection probabilities, the number of species in each category was estimated using the Pledger-Huggins estimator. We estimated total species richness and number of forest specialist species to be highest in mature forest (191; 95% CI = 96, 287, and 88; 95% CI = 47, 129 respectively), lower in second-growth forest (158; 95% CI = 87, 245 and 58; 95% CI = 18, 98 respectively), and lowest in pine plantation (106; 95% CI = 52, 158 and 49; 95% CI = 2, 97 respectively). The estimated number of forest generalist species was similar between mature forest and second-growth forest (103; 95% CI = 17, 189 and 100; 95% CI = 42, 158, respectively) and least in pine plantation (57; 95% CI = 31, 82). The maintenance of native forest types should receive priority for conservation in Vietnam and pine plantations should be managed to provide additional structure in the hope of increasing species richness. © 2011 BirdLife International.","Avian conservation value of pine plantation forests in northern Vietnam",0
"Williams_814","Williams",814,2012,"10.1017/S0959270911000529","Bird Conservation International","We undertook field observations of the Azure Jay Cyanocorax caeruleus in Araucaria plantations and a secondary forest in southern Brazil from 2007 to 2010. During the breeding season, the territory and the flock sizes in Araucaria plantations (31.6-42.2 ha; 2-3 individuals) seemed to be smaller than in the secondary forest (64.5-72.6 ha; 5-6 individuals). One active nest was monitored in October-November 2009 and indicated cooperative breeding by the Azure Jay, as for the majority of American jays. The fact that reproduction was documented in Araucaria plantations may be positive for the conservation of this species, since natural areas of mixed rainforest are becoming increasingly scarce. © 2012 BirdLife International.","The Azure Jay may reproduce in plantations of Araucaria angustifolia in   southern Brazil",0
"Williams_815","Williams",815,2012,"10.1017/S0959270911000281","Bird Conservation International","Little Bustard Tetrax tetrax surveys were conducted in Iran in autumn and winter from 2005/2006 to 2008/2009. Across northern Iran, Little Bustard presence was confirmed at 15 of the 84 sites visited during the surveys. Three main wintering regions were identified: the Moghan Plain in the north-west of the country, the Turkmen Sahra Plain at the south-east corner of the Caspian Sea and the Sarakhs Plain in the north-east, close to the Afghan border. Up to 10,050 individuals were counted in winter 2009 in the Moghan Plain, which was recognised as the most important area for wintering Little Bustards in Iran. The species was also found in good numbers in Miankaleh, Gomishan, Soufikam, Shour Lake and Sarakhs. Flocks comprising 51 to 500 individuals were the most commonly observed and represented 32% of occurrences. A marked increase in wintering population size was noted in recent years. The main wintering period in Iran extends from November to February. At a national scale, we estimated the Iranian wintering population of Little Bustards at 5,000-10,000 individuals. This preliminary assessment suggests the need for a nationwide survey, emphasising in particular the western, south-western and central parts of the country that were overlooked in our study. It suggests further that Little Bustards in Iran would greatly benefit from national and regional conservation programmes. © Copyright Â(c) BirdLife International 2012.","Preliminary assessment of distribution and population size of wintering   Little Bustards Tetrax tetrax in Iran",0
"Williams_816","Williams",816,2012,"10.1017/S0959270911000268","Bird Conservation International","Information on habitat requirements and spatial ecology is vital in conservation strategies and management of particular species. Little Owl Athene noctua is a highly threatened owl species whose populations have significantly decreased or are locally extinct in many European countries. In this study we report on spatial ecology and habitat selection of Little Owls during their breeding season in an agricultural landscape and discuss key management actions for its conservation. The mean home range size of radio-tracked Little Owls, determined by the kernel method, was 0.94 ha (SD = 0.95, 0.24-2.72 ha) and 4.30 ha (SD = 3.75, 0.88-11.70 ha) for 50% and 95% home range, respectively. The smallest home ranges were recorded in April-June (incubation and nesting period) with a significant increase in July-August (fledging season). The most important foraging habitat during the entire breeding season was grassland (especially pastures) reaching 90% for all locations. Vegetation height and cover were the main factors determining habitat selection: Little Owls significantly preferred sparse and short sward vegetation patches that enabled hunting of ground-dwelling prey. Conservation efforts for Little Owls should focus on the active management of prey-rich grassland habitats in the vicinity of breeding sites. © 2011 BirdLife International.","Spatial ecology and habitat selection of Little Owl Athene noctua during   the breeding season in Central European farmland",1
"Williams_817","Williams",817,2012,"10.1017/S0959270911000384","Bird Conservation International","Understanding the factors that affect the nesting success of threatened birds is essential in designing effective conservation strategies. Here we compare nesting success of the Reed Parrotbill Paradoxornis heudei in annually harvested and non-harvested reedbed habitats in the Chongming Dongtan Nature Reserve in China, by recording the number of nestlings produced per nest and the causes of nest failure. We modelled daily nest survival rate (DSR) by considering the effects of harvesting, vegetation characteristics, year, date, advancement within the breeding season, nest age and nearest-nest distance, using the program MARK. Nest densities, but not the number of fledglings per nest, were significantly lower in harvested than non-harvested reedbed habitats. The best-fit DSR model estimated constant survival; none of the tested co-variables had significant effects. Moreover, harvesting did not affect the date of breeding initiation, likelihood of nest failure, or causes of nest failure, as vegetation cover was not significantly different between harvested and non-harvested reedbeds during the whole breeding season. Nest failure following adverse weather conditions was unusually common in harvested and non-harvested reedbeds, accounting for as many nest failures as depredation. However, comparisons with other studies suggest that deriving a conclusion on the impact of harvesting on nesting success is not straightforward and is probably linked to environmental characteristics affecting reed growth. © 2011 BirdLife International.","Reproductive success of the threatened Reed Parrotbill Paradoxornis   heudei in non-harvested and harvested reedbeds in the Yangtze River   estuary, China",0
"Williams_819","Williams",819,2012,"10.1017/S0959270911000414","Bird Conservation International","Tucuman Parrot Amazona tucumana breeds in the cloud-forest of south-eastern Bolivia and north-western Argentina (or Southern Yungas forest). We studied the nesting requirements of the Tucuman Parrot and assessed cavity availability, reuse, and spatial pattern of nests in El Rey National Park-one of the last mature, undisturbed areas of the Southern Yungas forest. We recorded 44 nesting attempts in seven tree species, with most nests (95%) being located in live canopy trees > 60 cm DBH. Most parrot nest-cavities occurred in Blepharocalix salicifolius (60%) and cavities in this species were selected significantly more than expected based on availability. Nests were shallower and higher than nests of other Amazona species. For all years combined, mean nest density of Tucuman Parrot was 0.24 ± 0.04 nest ha-1 and the distance to the nearest active nest was significantly greater than the distance between all trees used as nests. Nesting pairs of Tucuman Parrot were separated by 144.1 ± 152.8 m, while potential nest-trees were 66.0 ± 55.4 m apart. Density of suitable cavities for nesting was 4.6 cavities ha-1. Approximately 16 suitable cavities were available for each breeding pair (0.24 breeding pair ha-1 and four suitable cavities ha-1) and 5% of the suitable cavities available were occupied, suggesting that suitable cavities are not a limiting resource. However, due to the territorial behaviour of breeding pairs, some of these cavities are unavailable to other breeding pairs. The spatial requirements of Tucuman Parrot for nesting could limit management actions intended to increase the density of nesting pairs. © 2011 BirdLife International.","Nesting habitat of the Tucuman Parrot Amazona tucumana in an old-growth   cloud-forest of Argentina",0
"Williams_821","Williams",821,2017,"10.1017/S0959270916000423","Bird Conservation International","We present the first study of the spatial and temporal dynamics of raptors and large soaring birds from the Isthmus of Tehuantepec, Mexico. Using systematic migration counts from multiple localities in the southern states of Oaxaca and Chiapas, as well as observations of their flight trajectories during eight consecutive years (2007-2014), we describe the magnitude of these movements, their geographic extent, and the phenology of the most abundant species in both spring and fall seasons. The most abundant species were Turkey Vulture Cathartes aura, Swainson's Hawk Buteo swainsoni, Broad-winged Hawk Buteo platypterus, Wood Stork Mycteria americana, American White Pelican Pelecanus erythrothynchos, Franklin's Gull Leucophaeus pipixcan, and American Kestrel Falco sparverius. In spring, the seasonal average magnitude of migration was over 28,000 birds, while in autumn the average was over one million. The aggregated seasonal phenologies recorded illustrate a variety of migration patterns. The inter-annual variation is lower in autumn than in spring. Migrating raptors and other soaring birds did not seem to use any topographical feature as a leading line for their movements in spring, while in autumn they did. We estimated the main axis of spring flights to run along a SE-NW vector, while autumn migration follows a WNW-ESE general trajectory. Our results place the isthmus as one of the five most important sites in the world for raptors and soaring migrants. Sustaining annual migration counts at these sites is of high importance to track substantial portions (> 90%) of the global population of Turkey Vulture and Swainson's Hawk, as well as over 10% of the global population of Broad-winged Hawk. Autumn migration counts have the potential for long-term population monitoring.","Raptor and large soaring bird migration across the Isthmus of   Tehuantepec, Mexico: distribution, seasonality, and phenology",0
"Williams_822","Williams",822,2017,"10.1017/S0959270916000186","Bird Conservation International","Summary The last irrefutable record of the Critically Endangered Slender-billed Curlew Numenius tenuirostris came from 1995. The range of the species is poorly known, but between 2009 and 2011, volunteer observers surveyed more than 680 sites in 19 countries, with additional search effort in a further 12 countries. Although there were no definite sightings (two birds that might have been Slender-billed Curlew were reported), there were other benefits. These included increased knowledge of species distributions and populations in seldom visited areas (over 500,000 birds of over 400 species were observed), the identification of threats to at least 10 Important Bird and Biodiversity Areas, the identification of sites that could qualify as Important Bird and Biodiversity Areas, and capacity building and education through involvement with local survey teams and observers and finally recommendations for future surveys. Thus, these surveys demonstrate the potential benefits of volunteer field surveys for non-focal species.","Volunteer survey effort for high-profile species can benefit   conservation of non-focal species",0
"Williams_823","Williams",823,2017,"10.1017/S0959270916000113","Bird Conservation International","Summary Most attention on tropical biodiversity conservation has focussed on protected areas. Recognising and enhancing the value of biodiversity outside, as well as inside, protected areas is increasingly important given recognition that biodiversity targets will not be met through protected areas alone. We investigated the extent to which protection influences colony occupancy and colony size of a species of conservation concern, the rock-nesting White-necked Picathartes Picathartes gymnocephalus. We used mixed models to compare long term trends at 42 colonies located both inside and outside a protected area of forest, Gola Rainforest National Park, and considered colonies further inside the boundary as being better protected. Colony occupation was primarily predicted by the level of protection, with occupation highest within protected areas, but was not different between colonies situated close to or far from the boundary. Mean colony occupation was consistently high in protected areas, and lower in unprotected areas. The surface area of colony rocks was also an important predictor with larger rock faces having a higher probability of occupancy. Our best models also included distance to forested habitat, presence of cleared forest and evidence of hunting as less important predictors. Over the eight-year study, after controlling for rock surface area, active colony size declined significantly. However, declines were only significant in colonies in unprotected forest, whilst colonies located within protected areas were buffered from significant decline. Together this suggests colony occupancy and the number of active nests are influenced by protection and human disturbance. Although a lack of demographic and population dynamic work on picathartes prevents identifying mechanisms, we show that despite unprotected colonies having lower occupancy and fewer active nests they can persist in human altered and disturbed areas, partly because larger traditionally used rocks remain important nesting sites.","The importance of protected and unprotected areas for colony occupancy   and colony size in White-necked Picathartes Picathartes gymnocephalus in   and around Gola Rainforest National Park, Sierra Leone",1
"Williams_824","Williams",824,2017,"10.1017/S0959270916000101","Bird Conservation International","Summary The Ruddy-headed Goose Chloephaga rubidiceps has two separate and genetically distinct populations, one sedentary that inhabits the Malvinas/Falklands Islands and another migratory, which inhabits continental southern South America. New information suggests that these populations should be considered as different evolutionarily significant units. The latter population breeds in Austral Patagonia (Argentina and Chile) and overwinters in Central Argentina. It was a very common species in Austral Magellanic steppe grasslands before 1931, when it was declared an agricultural pest by the Argentinian government, together with other sheldgeese species. Since then, the continental Ruddy-headed Goose population has declined becoming one of the scarcest species in Austral Magellanic steppe. Nowadays, its population is categorised as critically endangered in Argentina and endangered in Chile. We present data from six road censuses conducted in the breeding areas of Santa Cruz and Tierra del Fuego provinces, Argentina, during 2013-2014 and 2014-2015 (>4600 km, 70 days) and review population trends of the Ruddy-headed Goose since the early 1900s. We counted a maximum of 19 individuals in Santa Cruz and 49 in Tierra del Fuego throughout the breeding season. A literature review indicates that during the last 40 years the size of continental population of Ruddy-headed Goose has been < 800 individuals, approximately 10% of the estimated population in the 1900s. This decline matches the period following the application of control techniques and the introduction of exotic predator species in the breeding grounds of Tierra del Fuego. We review and discuss formerly proposed conservation actions that may have a positive and rapid effect on sheldgoose numbers recovery. We suggest that the continental population of Ruddy-headed Goose should on a precautionary basis be treated as a critically endangered population until genetic studies determine whether we are in the presence of a new 'Critically Endangered' species.","Ruddy-headed Goose Chloephaga rubidiceps: former plague and present   protected species on the edge of extinction",1
"Williams_825","Williams",825,2017,"10.1017/S0959270916000277","Bird Conservation International","Summary In Thailand, as for most of South-East Asia, large vertebrates are declining rapidly due to habitat degradation and increasing hunting pressure. Once relatively common in the evergreen forest of Southern Thailand, the Great Argus Argusianus argus is currently limited to a few populations, whose status is currently unknown. In this study we investigated changes in Great Argus abundance over the past 13 years in Hala-Bala Wildlife Sanctuary. Our aim was to estimate and compare the abundance and density of this species from an earlier two-year survey in 2001-2002 and ours in 2014, and to assess the effect of landscape change on its status of the species. We conducted surveys from March to August 2014 during the breeding season. We placed point counts that overlapped the line transects from the 2001-2002 survey. The results indicated a decline of > 35% in mean abundance from 2001 to 2014. In addition, male abundance has shifted and is now positively related to distance from the forest edge. High levels of human disturbance close to the forest edge may have resulted in the birds moving to the core of the forest, suggesting a need to increase protection and management of forest edge areas. In common with other studies of large vertebrates, our results confirm the importance of long-term studies to highlight the negative effects of human disturbance.","Effect of landscape variables on the long-term decline of Great Argus in   the rainforest of Southern Thailand",0
"Williams_826","Williams",826,2017,"10.1017/S0959270917000223","Bird Conservation International","The Yellow Sea region is of high global importance for waterbird populations, but recent systematic bird count data enabling identification of the most important sites are relatively sparse for some areas. Surveys of waterbirds at three sites on the coast of southern Jiangsu Province, China, in 2014 and 2015 produced peak counts of international importance for 24 species, including seven globally threatened and six Near Threatened species. The area is of particular global importance for the 'Critically Endangered' Spoon-billed Sandpiper Calidris pygmaea (peak count across all three study sites: 62 in spring [2015] and 225 in autumn [2014] and 'Endangered' Spotted Greenshank Tringa guttifer (peak count across all three study sites: 210 in spring [2014] and 1,110 in autumn [2015]). The southern Jiangsu coast is therefore currently the most important migratory stopover area in the world, in both spring and autumn, for both species. Several serious and acute threats to waterbirds were recorded at these study sites. Paramount is the threat of large-scale land claim which would completely destroy intertidal mudflats of critical importance to waterbirds. Degradation of intertidal mudflat habitats through the spread of invasive Spartina, and mortality of waterbirds by entrapment in nets or deliberate poisoning are also real and present serious threats here. Collisions with, and displacement by, wind turbines and other structures, and industrial chemical pollution may represent additional potential threats. We recommend the rapid establishment of effective protected areas for waterbirds in the study area, maintaining large areas of open intertidal mudflat, and the urgent removal of all serious threats currently faced by waterbirds here.","The intertidal wetlands of southern Jiangsu Province, China - globally   important for Spoon-billed Sandpipers and other threatened waterbirds,   but facing multiple serious threats",0
"Williams_827","Williams",827,2017,"10.1017/S095927091600040X","Bird Conservation International","Forest ecosystems in South Africa are at risk from a variety of anthropogenic threats impacting the faunal species dependent on them. These impacts often differ depending on species-specific characteristics. Range data on forest dependent bird species from the South African Bird Atlas Project (SABAP1 and SABAP2) were analysed to determine links between deforestation, species characteristics and range declines. Half of the species studied were found to have declining ranges. Range change data for these species were correlated with data on changes in land cover from 1990 to 2014. To determine which land cover changes affect extinction, occupancy was modelled for 30 sites across South Africa which experienced a loss of more than 10 species. Most species lost were birds of prey or insectivores. Indigenous forest decreased in 17% (n = 5) sites, while plantations/woodlots decreased in 60% (n = 18) sites. Occupancy modelling showed extinction to be mitigated by plantations in 6/28 species, and forest expansion mitigated extinction in 7/28 species. Responses to deforestation did not appear to be related to particular species characteristics. Half of South Africa's forest-dependent bird species have declining ranges, with the loss of these species most prominent in the Eastern Cape province. Four responses to changes in forest and plantation cover are discussed: direct effects, with forest loss causing species loss; matrix effects, where plantation loss resulted in species loss; degradation of indigenous forest; and the advent of new forest arising from woody thickening caused by carbon fertilisation, which may not result in optimal habitat for forest-dependent birds.","Atlas data indicate forest dependent bird species declines in South   Africa",0
"Williams_829","Williams",829,2017,"10.1017/S0959270916000484","Bird Conservation International","This is the first study reporting the population status and reproductive biology of the Eleonora’s Falcon in Algeria. To determine the status, nest site selection, and breeding parameters, data were collected at Chetaïbi, north-east Algeria in 2010 and 2012. During this period, the number of breeding pairs decreased from 130 to 100, which represents an annual decrease rate of 12.29%. The mean clutch size was 2.6 ± 0.5 (n = 90) and 2.9 ± 0.4 (n = 34) in 2010 and 2012, respectively. Clutches displayed a low rate of hatching (56% and 41%) and productivity decreased from 0.8 chicks/nest in 2010 to 0.4 chicks/nest in 2012. Breeding outcome and productivity were negatively related to sun exposure and were weakly linked to hatching date in 2012 but not in 2010. Although fluctuations in population size have been reported across the species’ breeding range, our results suggest that the Algerian population of Eleonora’s Falcon is experiencing a sharp decline in recent times that also involves the near extinction of a small neighbouring colony. Apart from the effect of environmental factors on breeding performance, this negative population trend is likely to be explained by increasing anthropogenic pressures associated with an upsurge of recreational activities on and around the island as well as the introduction of mammal predators. Active management across the country is urgently needed to mitigate such pressures and ensure the long-term persistence of a bird listed as a priority species for conservation.","On the brink: status and breeding ecology of Eleonora's Falcon Falco   eleonorae in Algeria",0
"Williams_862","Williams",862,2012,"10.1111/j.1523-1739.2012.01853.x","Conservation Biology","Globally, seabirds are vulnerable to anthropogenic threats both at sea and on land. Seabirds typically nest colonially and show strong fidelity to natal colonies, and such colonies on low-lying islands may be threatened by sea-level rise. We used French Frigate Shoals, the largest atoll in the Hawaiian Archipelago, as a case study to explore the population dynamics of seabird colonies and the potential effects sea-level rise may have on these rookeries. We compiled historic observations, a 30-year time series of seabird population abundance, lidar-derived elevations, and aerial imagery of all the islands of French Frigate Shoals. To estimate the population dynamics of 8 species of breeding seabirds on Tern Island from 1980 to 2009, we used a Gompertz model with a Bayesian approach to infer population growth rates, density dependence, process variation, and observation error. All species increased in abundance, in a pattern that provided evidence of density dependence. Great Frigatebirds (Fregata minor), Masked Boobies (Sula dactylatra), Red-tailed Tropicbirds (Phaethon rubricauda), Spectacled Terns (Onychoprion lunatus), and White Terns (Gygis alba) are likely at carrying capacity. Density dependence may exacerbate the effects of sea-level rise on seabirds because populations near carrying capacity on an island will be more negatively affected than populations with room for growth. We projected 12% of French Frigate Shoals will be inundated if sea level rises 1 m and 28% if sea level rises 2 m. Spectacled Terns and shrub-nesting species are especially vulnerable to sea-level rise, but seawalls and habitat restoration may mitigate the effects of sea-level rise. Losses of seabird nesting habitat may be substantial in the Hawaiian Islands by 2100 if sea levels rise 2 m. Restoration of higher-elevation seabird colonies represent a more enduring conservation solution for Pacific seabirds. Conservation Biology © 2012 Society for Conservation Biology. No claim to original US government works.","Population Dynamics of Hawaiian Seabird Colonies Vulnerable to Sea-Level   Rise",0
"Williams_866","Williams",866,2012,"10.1111/j.1523-1739.2012.01821.x","Conservation Biology","Primates are regularly hunted for bushmeat in tropical forests, and systematic ecological monitoring can help determine the effect hunting has on these and other hunted species. Monitoring can also be used to inform law enforcement and managers of where hunting is concentrated. We evaluated the effects of law enforcement informed by monitoring data on density and spatial distribution of 8 monkey species in Taï National Park, Côte d'Ivoire. We conducted intensive surveys of monkeys and looked for signs of human activity throughout the park. We also gathered information on the activities of law-enforcement personnel related to hunting and evaluated the relative effects of hunting, forest cover and proximity to rivers, and conservation effort on primate distribution and density. The effects of hunting on monkeys varied among species. Red colobus monkeys (Procolobus badius) were most affected and Campbell's monkeys (Cercopithecus campbelli) were least affected by hunting. Density of monkeys irrespective of species was up to 100 times higher near a research station and tourism site in the southwestern section of the park, where there is little hunting, than in the southeastern part of the park. The results of our monitoring guided law-enforcement patrols toward zones with the most hunting activity. Such systematic coordination of ecological monitoring and law enforcement may be applicable at other sites. © 2012 Society for Conservation Biology.","Hunting, Law Enforcement, and African Primate Conservation",0
"Williams_868","Williams",868,2012,"10.1111/j.1523-1739.2011.01800.x","Conservation Biology","Although it is recognized that marine wild-capture fisheries are an important source of food for much of the world, the cost of sustainable capture fisheries to species diversity is uncertain, and it is often questioned whether industrial fisheries can be managed sustainably. We evaluated the trade-off among sustainable food production, profitability, and conservation objectives in the groundfish bottom-trawl fishery off the U.S. West Coast, where depletion (i.e., reduction in abundance) of six rockfish species (Sebastes) is of particular concern. Trade-offs are inherent in this multispecies fishery because there is limited capacity to target species individually. From population models and catch of 34 stocks of bottom fish, we calculated the relation between harvest rate, long-term yield (i.e., total weight of fish caught), profit, and depletion of each species. In our models, annual ecosystem-wide yield from all 34 stocks was maximized with an overall 5.4% harvest rate, but profit was maximized at a 2.8% harvest rate. When we reduced harvest rates to the level (2.2% harvest rate) at which no stocks collapsed (<10% of unfished levels), biomass harvested was 76% of the maximum sustainable yield and profit 89% of maximum. A harvest rate under which no stocks fell below the biomass that produced maximum sustainable yield (1% harvest rate), resulted in 45% of potential yield and 67% of potential profit. Major reductions in catch in the late 1990s led to increase in the biomass of the most depleted stocks, but this rebuilding resulted in the loss of >30% of total sustainable yield, whereas yield lost from stock depletion was 3% of total sustainable yield. There are clear conservation benefits to lower harvest rates, but avoiding overfishing of all stocks in a multispecies fishery carries a substantial cost in terms of lost yield and profit. © 2011 Society for Conservation Biology.","Defining Trade-Offs among Conservation, Profitability, and Food Security   in the California Current Bottom-Trawl Fishery",0
"Williams_869","Williams",869,2012,"10.1111/j.1523-1739.2011.01743.x","Conservation Biology","The extinction of a species can be inferred from a record of its sightings. Existing methods for doing so assume that all sightings in the record are valid. Often,however,there are sightings of uncertain validity. To date,uncertain sightings have been treated in an ad hoc way, either excluding them from the record or including them as if they were certain. We developed a Bayesian method that formally accounts for such uncertain sightings. The method assumes that valid and invalid sightings follow independent Poisson processes and use noninformative prior distributions for the rate of valid sightings and for a measure of the quality of uncertain sightings. We applied the method to a recently published record of sightings of the Ivory-billed Woodpecker(Campephilus principalis).This record covers the period 1897-2010 and contains 39 sightings classified as certain and 29 classified as uncertain. The Bayes factor in favor of extinction was 4.03,which constitutes substantial support for extinction. The posterior distribution of the time of extinction has 3 main modes in 1944,1952,and 1988. The method can be applied to sighting records of other purportedly extinct species. © 2011 Society for Conservation Biology.","Uncertain Sightings and the Extinction of the Ivory-Billed Woodpecker",0
